n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.36,25.0,9
2,0.72,25.0,18
3,0.76,25.0,19
4,1.88,25.0,47
5,2.96,25.0,74
6,3.0,25.0,75
7,4.88,25.0,122
8,6.72,25.0,168
9,6.76,25.0,169
10,9.16,25.0,229
11,11.52,25.0,288
12,11.56,25.0,289
13,13.04,25.0,326
14,14.48,25.0,362
15,14.52,25.0,363
16,15.76,25.0,394
17,16.96,25.0,424
18,17.0,25.0,425
19,18.4,25.0,460
20,19.76,25.0,494
21,19.8,25.0,495
22,21.0,25.0,525
23,22.2,25.0,555
24,22.24,25.0,556
25,23.56,25.0,589
26,24.84,25.0,621
27,24.88,25.0,622
28,26.24,25.0,656
29,27.56,25.0,689
30,27.6,25.0,690
31,29.64,25.0,741
32,31.64,25.0,791
33,31.68,25.0,792
34,32.88,25.0,822
35,34.08,25.0,852
36,34.12,25.0,853
37,35.52,25.0,888
38,36.92,25.0,923
39,36.96,25.0,924
40,38.6,25.0,965
41,40.2,25.0,1005
42,40.24,25.0,1006
43,41.6,25.0,1040
44,42.92,25.0,1073
45,42.96,25.0,1074
46,44.44,25.0,1111
47,45.92,25.0,1148
48,45.96,25.0,1149
49,47.8,25.0,1195
50,49.6,25.0,1240
51,49.64,25.0,1241
52,51.16,25.0,1279
53,52.68,25.0,1317
54,52.72,25.0,1318
55,54.76,25.0,1369
56,56.8,25.0,1420
57,56.84,25.0,1421
58,59.76,25.0,1494
59,62.64,25.0,1566
60,62.68,25.0,1567
61,65.56,25.0,1639
62,68.44,25.0,1711
63,68.48,25.0,1712
64,71.0,25.0,1775
65,73.48,25.0,1837
66,73.52,25.0,1838
67,75.08,25.0,1877
68,76.64,25.0,1916
69,76.68,25.0,1917
70,78.68,25.0,1967
71,80.68,25.0,2017
72,80.72,25.0,2018
73,83.04,25.0,2076
74,85.36,25.0,2134
75,85.4,25.0,2135
76,87.04,25.0,2176
77,88.64,25.0,2216
78,88.68,25.0,2217
79,90.6,25.0,2265
80,92.48,25.0,2312
81,92.52,25.0,2313
82,94.08,25.0,2352
83,95.6,25.0,2390
84,95.64,25.0,2391
85,97.36,25.0,2434
86,99.08,25.0,2477
87,99.12,25.0,2478
88,100.92,25.0,2523
89,102.68,25.0,2567
90,102.72,25.0,2568
91,104.36,25.0,2609
92,105.96,25.0,2649
93,106.0,25.0,2650
94,107.8,25.0,2695
95,109.6,25.0,2740
96,109.64,25.0,2741
97,111.96,25.0,2799
98,114.24,25.0,2856
