n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.36,25.0,9
2,0.72,25.0,18
3,0.76,25.0,19
4,1.88,25.0,47
5,2.96,25.0,74
6,3.0,25.0,75
7,4.88,25.0,122
8,6.72,25.0,168
9,6.76,25.0,169
10,9.16,25.0,229
11,11.52,25.0,288
12,11.56,25.0,289
13,13.48,25.0,337
14,15.36,25.0,384
15,15.4,25.0,385
16,15.6,25.0,390
17,15.76,25.0,394
18,15.8,25.0,395
19,18.4,25.0,460
20,21.0,25.0,525
21,21.04,25.0,526
22,22.64,25.0,566
23,24.24,25.0,606
24,24.28,25.0,607
25,25.36,25.0,634
26,26.44,25.0,661
27,26.48,25.0,662
28,27.4,25.0,685
29,28.28,25.0,707
30,28.32,25.0,708
31,29.36,25.0,734
32,30.36,25.0,759
33,30.4,25.0,760
34,31.4,25.0,785
35,32.4,25.0,810
36,32.44,25.0,811
37,33.08,25.0,827
38,33.68,25.0,842
39,33.72,25.0,843
40,34.28,25.0,857
41,34.84,25.0,871
42,34.88,25.0,872
43,35.88,25.0,897
44,36.88,25.0,922
45,36.92,25.0,923
46,37.52,25.0,938
47,38.08,25.0,952
48,38.12,25.0,953
49,38.64,25.0,966
50,39.16,25.0,979
51,39.2,25.0,980
52,41.08,25.0,1027
53,42.92,25.0,1073
54,42.96,25.0,1074
55,45.52,25.0,1138
56,48.04,25.0,1201
57,48.08,25.0,1202
58,50.44,25.0,1261
59,52.8,25.0,1320
60,52.84,25.0,1321
61,54.36,25.0,1359
62,55.84,25.0,1396
63,55.88,25.0,1397
64,56.76,25.0,1419
65,57.6,25.0,1440
66,57.64,25.0,1441
67,59.16,25.0,1479
68,60.68,25.0,1517
69,60.72,25.0,1518
70,62.24,25.0,1556
71,63.72,25.0,1593
72,63.76,25.0,1594
73,65.0,25.0,1625
74,66.2,25.0,1655
75,66.24,25.0,1656
76,68.32,25.0,1708
77,70.4,25.0,1760
78,70.44,25.0,1761
79,72.72,25.0,1818
80,75.0,25.0,1875
81,75.04,25.0,1876
82,77.08,25.0,1927
83,79.08,25.0,1977
84,79.12,25.0,1978
85,81.72,25.0,2043
86,84.32,25.0,2108
87,84.36,25.0,2109
88,86.04,25.0,2151
89,87.72,25.0,2193
90,87.76,25.0,2194
91,88.32,25.0,2208
92,88.84,25.0,2221
93,88.88,25.0,2222
94,89.88,25.0,2247
95,90.84,25.0,2271
96,90.88,25.0,2272
97,91.96,25.0,2299
98,93.0,25.0,2325
99,93.04,25.0,2326
100,93.2,25.0,2330
101,93.32,25.0,2333
102,93.36,25.0,2334
103,94.84,25.0,2371
104,96.28,25.0,2407
105,96.32,25.0,2408
106,97.76,25.0,2444
107,99.2,25.0,2480
108,99.24,25.0,2481
109,100.68,25.0,2517
110,102.12,25.0,2553
111,102.16,25.0,2554
112,103.56,25.0,2589
113,104.92,25.0,2623
114,104.96,25.0,2624
115,107.44,25.0,2686
116,109.88,25.0,2747
117,109.92,25.0,2748
118,112.88,25.0,2822
119,115.8,25.0,2895
120,115.84,25.0,2896
121,117.08,25.0,2927
122,118.32,25.0,2958
123,118.36,25.0,2959
124,119.64,25.0,2991
125,120.88,25.0,3022
126,120.92,25.0,3023
127,121.4,25.0,3035
128,121.84,25.0,3046
129,121.88,25.0,3047
130,122.8,25.0,3070
131,123.68,25.0,3092
132,123.72,25.0,3093
133,124.92,25.0,3123
134,126.08,25.0,3152
135,126.12,25.0,3153
136,129.4,25.0,3235
137,132.64,25.0,3316
