n,pts_time,fps,frame_idx
0,0.0,30.0,0
1,0.13,30.0,4
2,0.27,30.0,8
3,0.3,30.0,9
4,1.1,30.0,33
5,1.9,30.0,57
6,1.93,30.0,58
7,6.83,30.0,205
8,11.73,30.0,352
9,11.77,30.0,353
10,12.07,30.0,362
11,12.33,30.0,370
12,12.37,30.0,371
13,13.07,30.0,392
14,13.73,30.0,412
15,13.77,30.0,413
16,14.43,30.0,433
17,15.1,30.0,453
18,15.13,30.0,454
19,16.13,30.0,484
20,17.13,30.0,514
21,17.17,30.0,515
22,18.0,30.0,540
23,18.83,30.0,565
24,18.87,30.0,566
25,19.7,30.0,591
26,20.53,30.0,616
27,20.57,30.0,617
28,21.2,30.0,636
29,21.8,30.0,654
30,21.83,30.0,655
31,22.23,30.0,667
32,22.63,30.0,679
33,22.67,30.0,680
34,23.27,30.0,698
35,23.83,30.0,715
36,23.87,30.0,716
37,24.7,30.0,741
38,25.53,30.0,766
39,25.57,30.0,767
40,26.43,30.0,793
41,27.27,30.0,818
42,27.3,30.0,819
43,28.07,30.0,842
44,28.83,30.0,865
45,28.87,30.0,866
46,28.97,30.0,869
47,29.03,30.0,871
48,29.07,30.0,872
49,29.97,30.0,899
50,30.87,30.0,926
51,30.9,30.0,927
52,38.7,30.0,1161
53,46.5,30.0,1395
54,46.53,30.0,1396
55,47.63,30.0,1429
56,48.7,30.0,1461
57,48.73,30.0,1462
58,49.83,30.0,1495
59,50.9,30.0,1527
60,50.93,30.0,1528
61,51.73,30.0,1552
62,52.5,30.0,1575
63,52.53,30.0,1576
64,53.3,30.0,1599
65,54.03,30.0,1621
66,54.07,30.0,1622
67,55.1,30.0,1653
68,56.13,30.0,1684
69,56.17,30.0,1685
70,56.6,30.0,1698
71,57.03,30.0,1711
72,57.07,30.0,1712
73,57.83,30.0,1735
74,58.6,30.0,1758
75,58.63,30.0,1759
76,59.43,30.0,1783
77,60.23,30.0,1807
78,60.27,30.0,1808
79,61.13,30.0,1834
80,62.0,30.0,1860
81,62.03,30.0,1861
82,62.77,30.0,1883
83,63.47,30.0,1904
84,63.5,30.0,1905
85,64.6,30.0,1938
86,65.7,30.0,1971
87,65.73,30.0,1972
88,66.8,30.0,2004
89,67.83,30.0,2035
90,67.87,30.0,2036
91,69.0,30.0,2070
92,70.13,30.0,2104
93,70.17,30.0,2105
94,71.2,30.0,2136
95,72.23,30.0,2167
96,72.27,30.0,2168
97,73.73,30.0,2212
98,75.2,30.0,2256
99,75.23,30.0,2257
100,75.53,30.0,2266
101,75.83,30.0,2275
102,75.87,30.0,2276
103,77.37,30.0,2321
104,78.83,30.0,2365
105,78.87,30.0,2366
106,79.97,30.0,2399
107,81.03,30.0,2431
108,81.07,30.0,2432
109,82.3,30.0,2469
110,83.5,30.0,2505
111,83.53,30.0,2506
112,84.53,30.0,2536
113,85.5,30.0,2565
114,85.53,30.0,2566
115,86.53,30.0,2596
116,87.53,30.0,2626
117,87.57,30.0,2627
118,88.77,30.0,2663
119,89.93,30.0,2698
120,89.97,30.0,2699
121,97.07,30.0,2912
122,104.13,30.0,3124
123,104.17,30.0,3125
124,105.7,30.0,3171
125,107.2,30.0,3216
126,107.23,30.0,3217
127,108.87,30.0,3266
128,110.47,30.0,3314
129,110.5,30.0,3315
130,112.2,30.0,3366
131,113.87,30.0,3416
132,113.9,30.0,3417
133,115.47,30.0,3464
134,117.03,30.0,3511
135,117.07,30.0,3512
136,118.73,30.0,3562
137,120.4,30.0,3612
138,120.43,30.0,3613
139,121.77,30.0,3653
140,123.1,30.0,3693
141,123.13,30.0,3694
142,127.5,30.0,3825
143,131.87,30.0,3956
144,131.9,30.0,3957
145,133.2,30.0,3996
146,134.5,30.0,4035
147,134.53,30.0,4036
148,135.5,30.0,4065
149,136.43,30.0,4093
150,136.47,30.0,4094
151,137.97,30.0,4139
152,139.43,30.0,4183
153,139.47,30.0,4184
154,141.1,30.0,4233
155,142.73,30.0,4282
156,142.77,30.0,4283
157,144.53,30.0,4336
158,146.3,30.0,4389
159,146.33,30.0,4390
160,146.73,30.0,4402
161,147.1,30.0,4413
162,147.13,30.0,4414
163,150.37,30.0,4511
164,153.6,30.0,4608
165,153.63,30.0,4609
166,156.2,30.0,4686
167,158.73,30.0,4762
168,158.77,30.0,4763
169,160.83,30.0,4825
170,162.87,30.0,4886
171,162.9,30.0,4887
172,163.93,30.0,4918
173,164.93,30.0,4948
174,164.97,30.0,4949
175,166.0,30.0,4980
176,167.0,30.0,5010
177,167.03,30.0,5011
178,174.7,30.0,5241
179,182.33,30.0,5470
180,182.37,30.0,5471
181,183.03,30.0,5491
182,183.67,30.0,5510
183,183.7,30.0,5511
184,184.6,30.0,5538
185,185.47,30.0,5564
186,185.5,30.0,5565
187,186.1,30.0,5583
188,186.7,30.0,5601
189,186.73,30.0,5602
190,187.73,30.0,5632
191,188.73,30.0,5662
192,188.77,30.0,5663
193,190.67,30.0,5720
194,192.53,30.0,5776
195,192.57,30.0,5777
196,193.43,30.0,5803
197,194.3,30.0,5829
198,194.33,30.0,5830
199,196.37,30.0,5891
200,198.4,30.0,5952
201,198.43,30.0,5953
202,202.0,30.0,6060
