n,pts_time,fps,frame_idx
0,0.0,30.0,0
1,0.13,30.0,4
2,0.23,30.0,7
3,0.27,30.0,8
4,1.17,30.0,35
5,2.03,30.0,61
6,2.07,30.0,62
7,8.63,30.0,259
8,15.2,30.0,456
9,15.23,30.0,457
10,15.67,30.0,470
11,16.1,30.0,483
12,16.13,30.0,484
13,16.83,30.0,505
14,17.53,30.0,526
15,17.57,30.0,527
16,18.33,30.0,550
17,19.1,30.0,573
18,19.13,30.0,574
19,19.97,30.0,599
20,20.8,30.0,624
21,20.83,30.0,625
22,21.83,30.0,655
23,22.8,30.0,684
24,22.83,30.0,685
25,23.4,30.0,702
26,23.93,30.0,718
27,23.97,30.0,719
28,24.9,30.0,747
29,25.8,30.0,774
30,25.83,30.0,775
31,26.7,30.0,801
32,27.57,30.0,827
33,27.6,30.0,828
34,27.73,30.0,832
35,27.83,30.0,835
36,27.87,30.0,836
37,28.6,30.0,858
38,29.3,30.0,879
39,29.33,30.0,880
40,30.13,30.0,904
41,30.9,30.0,927
42,30.93,30.0,928
43,31.97,30.0,959
44,32.97,30.0,989
45,33.0,30.0,990
46,33.07,30.0,992
47,33.1,30.0,993
48,33.13,30.0,994
49,33.23,30.0,997
50,33.3,30.0,999
51,33.33,30.0,1000
52,34.1,30.0,1023
53,34.83,30.0,1045
54,34.87,30.0,1046
55,43.67,30.0,1310
56,52.43,30.0,1573
57,52.47,30.0,1574
58,56.13,30.0,1684
59,59.77,30.0,1793
60,59.8,30.0,1794
61,60.97,30.0,1829
62,62.1,30.0,1863
63,62.13,30.0,1864
64,65.03,30.0,1951
65,67.9,30.0,2037
66,67.93,30.0,2038
67,69.7,30.0,2091
68,71.43,30.0,2143
69,71.47,30.0,2144
70,73.03,30.0,2191
71,74.6,30.0,2238
72,74.63,30.0,2239
73,76.3,30.0,2289
74,77.93,30.0,2338
75,77.97,30.0,2339
76,79.77,30.0,2393
77,81.53,30.0,2446
78,81.57,30.0,2447
79,83.97,30.0,2519
80,86.33,30.0,2590
81,86.37,30.0,2591
82,88.07,30.0,2642
83,89.77,30.0,2693
84,89.8,30.0,2694
85,90.27,30.0,2708
86,90.73,30.0,2722
87,90.77,30.0,2723
88,93.93,30.0,2818
89,97.1,30.0,2913
90,97.13,30.0,2914
91,98.7,30.0,2961
92,100.23,30.0,3007
93,100.27,30.0,3008
94,101.67,30.0,3050
95,103.03,30.0,3091
96,103.07,30.0,3092
97,104.53,30.0,3136
98,105.97,30.0,3179
99,106.0,30.0,3180
100,107.17,30.0,3215
101,108.33,30.0,3250
102,108.37,30.0,3251
103,109.63,30.0,3289
104,110.9,30.0,3327
105,110.93,30.0,3328
106,112.07,30.0,3362
107,113.17,30.0,3395
108,113.2,30.0,3396
109,114.0,30.0,3420
110,114.8,30.0,3444
111,114.83,30.0,3445
112,115.2,30.0,3456
113,115.57,30.0,3467
114,115.6,30.0,3468
115,122.43,30.0,3673
116,129.23,30.0,3877
117,129.27,30.0,3878
118,130.7,30.0,3921
119,132.1,30.0,3963
120,132.13,30.0,3964
121,134.2,30.0,4026
122,136.23,30.0,4087
123,136.27,30.0,4088
124,136.73,30.0,4102
125,137.2,30.0,4116
126,137.23,30.0,4117
127,138.43,30.0,4153
128,139.6,30.0,4188
129,139.63,30.0,4189
130,140.0,30.0,4200
131,140.33,30.0,4210
132,140.37,30.0,4211
133,141.43,30.0,4243
134,142.5,30.0,4275
135,142.53,30.0,4276
136,143.07,30.0,4292
137,143.57,30.0,4307
138,143.6,30.0,4308
139,144.97,30.0,4349
140,146.33,30.0,4390
141,146.37,30.0,4391
142,147.1,30.0,4413
143,147.83,30.0,4435
144,147.87,30.0,4436
145,148.9,30.0,4467
146,149.93,30.0,4498
147,149.97,30.0,4499
148,150.47,30.0,4514
149,150.93,30.0,4528
150,150.97,30.0,4529
151,151.87,30.0,4556
152,152.73,30.0,4582
153,152.77,30.0,4583
154,153.17,30.0,4595
155,153.57,30.0,4607
156,153.6,30.0,4608
157,154.5,30.0,4635
158,155.4,30.0,4662
159,155.43,30.0,4663
160,155.5,30.0,4665
161,155.53,30.0,4666
162,155.57,30.0,4667
163,156.4,30.0,4692
164,157.2,30.0,4716
165,157.23,30.0,4717
166,158.33,30.0,4750
167,159.4,30.0,4782
168,159.43,30.0,4783
169,161.8,30.0,4854
170,164.13,30.0,4924
171,164.17,30.0,4925
172,164.97,30.0,4949
173,165.73,30.0,4972
174,165.77,30.0,4973
175,166.87,30.0,5006
176,167.93,30.0,5038
177,167.97,30.0,5039
178,168.53,30.0,5056
179,169.1,30.0,5073
180,169.13,30.0,5074
181,170.43,30.0,5113
182,171.7,30.0,5151
183,171.73,30.0,5152
184,180.7,30.0,5421
185,189.63,30.0,5689
186,189.67,30.0,5690
187,192.17,30.0,5765
188,194.63,30.0,5839
189,194.67,30.0,5840
190,196.6,30.0,5898
191,198.53,30.0,5956
192,198.57,30.0,5957
193,199.77,30.0,5993
194,200.97,30.0,6029
195,201.0,30.0,6030
196,201.4,30.0,6042
197,201.77,30.0,6053
198,201.8,30.0,6054
199,204.9,30.0,6147
200,207.97,30.0,6239
201,208.0,30.0,6240
202,208.87,30.0,6266
