n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.16,25.0,4
2,0.32,25.0,8
3,0.36,25.0,9
4,1.0,25.0,25
5,1.64,25.0,41
6,1.68,25.0,42
7,6.24,25.0,156
8,10.8,25.0,270
9,10.84,25.0,271
10,11.92,25.0,298
11,12.96,25.0,324
12,13.0,25.0,325
13,13.6,25.0,340
14,14.2,25.0,355
15,14.24,25.0,356
16,14.88,25.0,372
17,15.48,25.0,387
18,15.52,25.0,388
19,16.2,25.0,405
20,16.84,25.0,421
21,16.88,25.0,422
22,17.48,25.0,437
23,18.04,25.0,451
24,18.08,25.0,452
25,18.72,25.0,468
26,19.36,25.0,484
27,19.4,25.0,485
28,20.0,25.0,500
29,20.56,25.0,514
30,20.6,25.0,515
31,21.2,25.0,530
32,21.76,25.0,544
33,21.8,25.0,545
34,22.4,25.0,560
35,23.0,25.0,575
36,23.04,25.0,576
37,23.76,25.0,594
38,24.48,25.0,612
39,24.52,25.0,613
40,25.32,25.0,633
41,26.12,25.0,653
42,26.16,25.0,654
43,27.08,25.0,677
44,28.0,25.0,700
45,28.04,25.0,701
46,29.12,25.0,728
47,30.2,25.0,755
48,30.24,25.0,756
49,33.2,25.0,830
50,36.16,25.0,904
51,36.2,25.0,905
52,43.8,25.0,1095
53,51.4,25.0,1285
54,51.44,25.0,1286
55,52.68,25.0,1317
56,53.88,25.0,1347
57,53.92,25.0,1348
58,57.04,25.0,1426
59,60.16,25.0,1504
60,60.2,25.0,1505
61,62.0,25.0,1550
62,63.8,25.0,1595
63,63.84,25.0,1596
64,64.96,25.0,1624
65,66.08,25.0,1652
66,66.12,25.0,1653
67,68.76,25.0,1719
68,71.4,25.0,1785
69,71.44,25.0,1786
70,72.36,25.0,1809
71,73.28,25.0,1832
72,73.32,25.0,1833
73,75.56,25.0,1889
74,77.8,25.0,1945
75,77.84,25.0,1946
76,78.92,25.0,1973
77,79.96,25.0,1999
78,80.0,25.0,2000
79,81.16,25.0,2029
80,82.28,25.0,2057
81,82.32,25.0,2058
82,83.52,25.0,2088
83,84.72,25.0,2118
84,84.76,25.0,2119
85,86.0,25.0,2150
86,87.2,25.0,2180
87,87.24,25.0,2181
88,88.12,25.0,2203
89,89.0,25.0,2225
90,89.04,25.0,2226
91,97.88,25.0,2447
92,106.68,25.0,2667
93,106.72,25.0,2668
94,107.76,25.0,2694
95,108.8,25.0,2720
96,108.84,25.0,2721
97,110.16,25.0,2754
98,111.44,25.0,2786
99,111.48,25.0,2787
100,114.48,25.0,2862
101,117.44,25.0,2936
102,117.48,25.0,2937
103,118.04,25.0,2951
104,118.6,25.0,2965
105,118.64,25.0,2966
106,120.72,25.0,3018
107,122.8,25.0,3070
108,122.84,25.0,3071
109,124.64,25.0,3116
110,126.44,25.0,3161
111,126.48,25.0,3162
112,128.84,25.0,3221
113,131.2,25.0,3280
114,131.24,25.0,3281
115,132.0,25.0,3300
116,132.72,25.0,3318
117,132.76,25.0,3319
118,134.92,25.0,3373
119,137.08,25.0,3427
120,137.12,25.0,3428
121,138.36,25.0,3459
122,139.56,25.0,3489
123,139.6,25.0,3490
124,140.76,25.0,3519
125,141.88,25.0,3547
126,141.92,25.0,3548
127,143.2,25.0,3580
128,144.48,25.0,3612
129,144.52,25.0,3613
130,149.88,25.0,3747
131,155.24,25.0,3881
132,155.28,25.0,3882
133,158.88,25.0,3972
134,162.48,25.0,4062
135,162.52,25.0,4063
136,173.88,25.0,4347
137,185.24,25.0,4631
138,185.28,25.0,4632
139,185.72,25.0,4643
140,186.16,25.0,4654
141,186.2,25.0,4655
142,187.68,25.0,4692
143,189.12,25.0,4728
144,189.16,25.0,4729
145,190.0,25.0,4750
146,190.8,25.0,4770
147,190.84,25.0,4771
148,191.76,25.0,4794
149,192.64,25.0,4816
150,192.68,25.0,4817
151,193.08,25.0,4827
152,193.44,25.0,4836
153,193.48,25.0,4837
154,194.8,25.0,4870
155,196.08,25.0,4902
156,196.12,25.0,4903
157,197.16,25.0,4929
158,198.2,25.0,4955
159,198.24,25.0,4956
160,199.2,25.0,4980
161,200.16,25.0,5004
162,200.2,25.0,5005
163,201.76,25.0,5044
164,203.28,25.0,5082
165,203.32,25.0,5083
166,204.64,25.0,5116
167,205.96,25.0,5149
168,206.0,25.0,5150
169,206.4,25.0,5160
170,206.76,25.0,5169
171,206.8,25.0,5170
172,207.68,25.0,5192
173,208.52,25.0,5213
174,208.56,25.0,5214
175,211.12,25.0,5278
176,213.64,25.0,5341
177,213.68,25.0,5342
178,214.52,25.0,5363
179,215.32,25.0,5383
180,215.36,25.0,5384
181,216.36,25.0,5409
182,217.32,25.0,5433
183,217.36,25.0,5434
184,219.36,25.0,5484
185,221.32,25.0,5533
186,221.36,25.0,5534
187,222.32,25.0,5558
188,223.24,25.0,5581
189,223.28,25.0,5582
190,224.44,25.0,5611
191,225.6,25.0,5640
192,225.64,25.0,5641
193,226.76,25.0,5669
194,227.88,25.0,5697
195,227.92,25.0,5698
196,228.92,25.0,5723
197,229.92,25.0,5748
198,229.96,25.0,5749
199,231.08,25.0,5777
200,232.2,25.0,5805
201,232.24,25.0,5806
202,232.76,25.0,5819
203,233.24,25.0,5831
204,233.28,25.0,5832
205,234.48,25.0,5862
206,235.64,25.0,5891
207,235.68,25.0,5892
208,236.72,25.0,5918
209,237.72,25.0,5943
210,237.76,25.0,5944
211,238.84,25.0,5971
212,239.92,25.0,5998
213,239.96,25.0,5999
214,240.76,25.0,6019
215,241.56,25.0,6039
216,241.6,25.0,6040
217,242.52,25.0,6063
218,243.44,25.0,6086
219,243.48,25.0,6087
220,252.36,25.0,6309
221,261.24,25.0,6531
222,261.28,25.0,6532
223,263.76,25.0,6594
224,266.2,25.0,6655
225,266.24,25.0,6656
226,268.92,25.0,6723
227,271.6,25.0,6790
228,271.64,25.0,6791
229,272.44,25.0,6811
230,273.24,25.0,6831
231,273.28,25.0,6832
232,275.52,25.0,6888
233,277.72,25.0,6943
234,277.76,25.0,6944
235,280.52,25.0,7013
236,283.24,25.0,7081
237,283.28,25.0,7082
238,284.2,25.0,7105
239,285.08,25.0,7127
240,285.12,25.0,7128
241,286.16,25.0,7154
242,287.2,25.0,7180
243,287.24,25.0,7181
244,288.12,25.0,7203
245,289.0,25.0,7225
246,289.04,25.0,7226
247,289.8,25.0,7245
248,290.52,25.0,7263
249,290.56,25.0,7264
250,291.2,25.0,7280
251,291.8,25.0,7295
252,291.84,25.0,7296
253,293.4,25.0,7335
254,294.96,25.0,7374
255,295.0,25.0,7375
256,295.84,25.0,7396
257,296.68,25.0,7417
258,296.72,25.0,7418
259,297.6,25.0,7440
260,298.44,25.0,7461
261,298.48,25.0,7462
262,299.4,25.0,7485
263,300.32,25.0,7508
264,300.36,25.0,7509
265,301.92,25.0,7548
266,303.44,25.0,7586
267,303.48,25.0,7587
268,303.92,25.0,7598
269,304.32,25.0,7608
270,304.36,25.0,7609
271,304.92,25.0,7623
272,305.44,25.0,7636
273,305.48,25.0,7637
274,305.6,25.0,7640
275,305.68,25.0,7642
276,305.8,25.0,7645
277,305.88,25.0,7647
278,305.96,25.0,7649
279,306.0,25.0,7650
280,306.16,25.0,7654
281,306.32,25.0,7658
282,306.36,25.0,7659
283,307.36,25.0,7684
284,308.32,25.0,7708
285,308.36,25.0,7709
286,310.08,25.0,7752
287,311.76,25.0,7794
288,311.8,25.0,7795
289,313.36,25.0,7834
290,314.88,25.0,7872
291,314.92,25.0,7873
292,316.28,25.0,7907
293,317.64,25.0,7941
294,317.68,25.0,7942
295,319.88,25.0,7997
296,322.08,25.0,8052
297,322.12,25.0,8053
298,323.2,25.0,8080
299,324.28,25.0,8107
300,324.32,25.0,8108
301,325.04,25.0,8126
302,325.72,25.0,8143
303,325.76,25.0,8144
304,326.36,25.0,8159
305,326.96,25.0,8174
306,327.0,25.0,8175
307,328.16,25.0,8204
308,329.28,25.0,8232
309,329.32,25.0,8233
310,331.08,25.0,8277
311,332.84,25.0,8321
312,332.88,25.0,8322
313,335.28,25.0,8382
314,337.64,25.0,8441
315,337.68,25.0,8442
316,338.88,25.0,8472
317,340.04,25.0,8501
318,340.08,25.0,8502
319,349.92,25.0,8748
320,359.76,25.0,8994
321,359.8,25.0,8995
322,360.92,25.0,9023
323,362.0,25.0,9050
324,362.04,25.0,9051
325,362.64,25.0,9066
326,363.2,25.0,9080
327,363.24,25.0,9081
328,364.6,25.0,9115
329,365.92,25.0,9148
330,365.96,25.0,9149
331,366.76,25.0,9169
332,367.56,25.0,9189
333,367.6,25.0,9190
334,368.24,25.0,9206
335,368.84,25.0,9221
336,368.88,25.0,9222
337,369.28,25.0,9232
338,369.68,25.0,9242
339,369.72,25.0,9243
340,371.08,25.0,9277
341,372.4,25.0,9310
342,372.44,25.0,9311
343,373.52,25.0,9338
344,374.56,25.0,9364
345,374.6,25.0,9365
346,375.2,25.0,9380
347,375.8,25.0,9395
348,375.84,25.0,9396
349,376.56,25.0,9414
350,377.28,25.0,9432
351,377.32,25.0,9433
352,378.16,25.0,9454
353,379.0,25.0,9475
354,379.04,25.0,9476
355,379.56,25.0,9489
356,380.08,25.0,9502
357,380.12,25.0,9503
358,381.44,25.0,9536
359,382.76,25.0,9569
360,382.8,25.0,9570
361,384.04,25.0,9601
362,385.28,25.0,9632
363,385.32,25.0,9633
364,386.28,25.0,9657
365,387.24,25.0,9681
366,387.28,25.0,9682
367,390.16,25.0,9754
368,393.04,25.0,9826
369,393.08,25.0,9827
370,394.76,25.0,9869
371,396.44,25.0,9911
372,396.48,25.0,9912
373,397.68,25.0,9942
374,398.84,25.0,9971
375,398.88,25.0,9972
376,400.12,25.0,10003
377,401.36,25.0,10034
378,401.4,25.0,10035
379,403.32,25.0,10083
380,405.2,25.0,10130
381,405.24,25.0,10131
382,406.32,25.0,10158
