n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.4,25.0,10
2,0.76,25.0,19
3,0.8,25.0,20
4,1.08,25.0,27
5,1.32,25.0,33
6,1.36,25.0,34
7,1.92,25.0,48
8,2.48,25.0,62
9,2.52,25.0,63
10,2.8,25.0,70
11,3.04,25.0,76
12,3.08,25.0,77
13,3.2,25.0,80
14,3.32,25.0,83
15,3.36,25.0,84
16,3.4,25.0,85
17,3.44,25.0,86
18,3.48,25.0,87
19,3.88,25.0,97
20,4.28,25.0,107
21,4.32,25.0,108
22,5.36,25.0,134
23,6.36,25.0,159
24,6.4,25.0,160
25,6.52,25.0,163
26,6.64,25.0,166
27,6.68,25.0,167
28,6.96,25.0,174
29,7.2,25.0,180
30,7.24,25.0,181
31,8.2,25.0,205
32,9.16,25.0,229
33,9.2,25.0,230
34,9.4,25.0,235
35,9.6,25.0,240
36,9.64,25.0,241
37,9.96,25.0,249
38,10.28,25.0,257
39,10.32,25.0,258
40,10.44,25.0,261
41,10.52,25.0,263
42,10.56,25.0,264
43,11.24,25.0,281
44,11.92,25.0,298
45,11.96,25.0,299
46,13.56,25.0,339
47,15.16,25.0,379
48,15.2,25.0,380
49,15.64,25.0,391
50,16.04,25.0,401
51,16.08,25.0,402
52,20.4,25.0,510
53,24.68,25.0,617
54,24.72,25.0,618
55,25.56,25.0,639
56,26.36,25.0,659
57,26.4,25.0,660
58,27.24,25.0,681
59,28.08,25.0,702
60,28.12,25.0,703
61,29.32,25.0,733
62,30.52,25.0,763
63,30.56,25.0,764
64,31.6,25.0,790
65,32.6,25.0,815
66,32.64,25.0,816
67,33.28,25.0,832
68,33.88,25.0,847
69,33.92,25.0,848
70,34.44,25.0,861
71,34.96,25.0,874
72,35.0,25.0,875
73,35.52,25.0,888
74,36.0,25.0,900
75,36.04,25.0,901
76,36.84,25.0,921
77,37.6,25.0,940
78,37.64,25.0,941
79,39.92,25.0,998
80,42.16,25.0,1054
81,42.2,25.0,1055
82,43.04,25.0,1076
83,43.88,25.0,1097
84,43.92,25.0,1098
85,44.8,25.0,1120
86,45.64,25.0,1141
87,45.68,25.0,1142
88,47.52,25.0,1188
89,49.36,25.0,1234
90,49.4,25.0,1235
91,51.52,25.0,1288
92,53.6,25.0,1340
93,53.64,25.0,1341
94,55.84,25.0,1396
95,58.0,25.0,1450
96,58.04,25.0,1451
97,61.64,25.0,1541
98,65.24,25.0,1631
99,65.28,25.0,1632
100,68.8,25.0,1720
101,72.28,25.0,1807
102,72.32,25.0,1808
103,73.6,25.0,1840
104,74.84,25.0,1871
105,74.88,25.0,1872
106,75.8,25.0,1895
107,76.68,25.0,1917
108,76.72,25.0,1918
109,78.48,25.0,1962
110,80.24,25.0,2006
111,80.28,25.0,2007
112,81.28,25.0,2032
113,82.28,25.0,2057
114,82.32,25.0,2058
115,83.2,25.0,2080
116,84.04,25.0,2101
117,84.08,25.0,2102
118,84.52,25.0,2113
119,84.92,25.0,2123
120,84.96,25.0,2124
121,85.76,25.0,2144
122,86.56,25.0,2164
123,86.6,25.0,2165
124,88.0,25.0,2200
125,89.4,25.0,2235
126,89.44,25.0,2236
127,90.68,25.0,2267
128,91.92,25.0,2298
129,91.96,25.0,2299
130,92.52,25.0,2313
131,93.08,25.0,2327
132,93.12,25.0,2328
133,93.84,25.0,2346
134,94.52,25.0,2363
135,94.56,25.0,2364
136,96.16,25.0,2404
137,97.76,25.0,2444
138,97.8,25.0,2445
139,98.84,25.0,2471
140,99.84,25.0,2496
141,99.88,25.0,2497
142,100.48,25.0,2512
143,101.04,25.0,2526
144,101.08,25.0,2527
145,101.64,25.0,2541
146,102.16,25.0,2554
147,102.2,25.0,2555
148,103.16,25.0,2579
149,104.12,25.0,2603
150,104.16,25.0,2604
151,104.76,25.0,2619
152,105.36,25.0,2634
153,105.4,25.0,2635
154,106.16,25.0,2654
155,106.92,25.0,2673
156,106.96,25.0,2674
157,108.04,25.0,2701
158,109.08,25.0,2727
159,109.12,25.0,2728
160,110.48,25.0,2762
161,111.84,25.0,2796
162,111.88,25.0,2797
163,112.72,25.0,2818
164,113.56,25.0,2839
165,113.6,25.0,2840
166,114.8,25.0,2870
167,116.0,25.0,2900
168,116.04,25.0,2901
169,116.44,25.0,2911
170,116.8,25.0,2920
171,116.84,25.0,2921
172,117.12,25.0,2928
173,117.4,25.0,2935
174,117.44,25.0,2936
175,118.2,25.0,2955
176,118.96,25.0,2974
177,119.0,25.0,2975
178,119.52,25.0,2988
179,120.04,25.0,3001
180,120.08,25.0,3002
181,120.64,25.0,3016
182,121.16,25.0,3029
183,121.2,25.0,3030
184,121.36,25.0,3034
185,121.52,25.0,3038
186,121.56,25.0,3039
187,121.6,25.0,3040
188,121.64,25.0,3041
189,121.68,25.0,3042
190,123.28,25.0,3082
191,124.88,25.0,3122
192,124.92,25.0,3123
193,126.32,25.0,3158
194,127.68,25.0,3192
195,127.72,25.0,3193
196,128.76,25.0,3219
197,129.76,25.0,3244
198,129.8,25.0,3245
199,130.84,25.0,3271
200,131.88,25.0,3297
201,131.92,25.0,3298
202,133.12,25.0,3328
203,134.28,25.0,3357
204,134.32,25.0,3358
205,134.84,25.0,3371
206,135.36,25.0,3384
207,135.4,25.0,3385
208,136.16,25.0,3404
209,136.92,25.0,3423
210,136.96,25.0,3424
211,138.0,25.0,3450
212,139.04,25.0,3476
213,139.08,25.0,3477
214,139.96,25.0,3499
215,140.84,25.0,3521
216,140.88,25.0,3522
217,143.0,25.0,3575
218,145.08,25.0,3627
219,145.12,25.0,3628
220,146.76,25.0,3669
221,148.36,25.0,3709
222,148.4,25.0,3710
223,150.16,25.0,3754
224,151.92,25.0,3798
225,151.96,25.0,3799
226,153.12,25.0,3828
227,154.28,25.0,3857
228,154.32,25.0,3858
229,155.04,25.0,3876
230,155.76,25.0,3894
231,155.8,25.0,3895
232,156.4,25.0,3910
233,156.96,25.0,3924
234,157.0,25.0,3925
235,157.56,25.0,3939
236,158.12,25.0,3953
237,158.16,25.0,3954
238,161.2,25.0,4030
239,164.2,25.0,4105
240,164.24,25.0,4106
241,165.32,25.0,4133
242,166.4,25.0,4160
243,166.44,25.0,4161
244,168.8,25.0,4220
245,171.16,25.0,4279
246,171.2,25.0,4280
247,172.0,25.0,4300
248,172.8,25.0,4320
249,172.84,25.0,4321
250,173.76,25.0,4344
251,174.64,25.0,4366
252,174.68,25.0,4367
253,175.72,25.0,4393
254,176.72,25.0,4418
255,176.76,25.0,4419
256,178.0,25.0,4450
257,179.2,25.0,4480
258,179.24,25.0,4481
259,179.76,25.0,4494
260,180.24,25.0,4506
261,180.28,25.0,4507
262,182.0,25.0,4550
263,183.68,25.0,4592
264,183.72,25.0,4593
265,184.72,25.0,4618
266,185.72,25.0,4643
267,185.76,25.0,4644
268,186.56,25.0,4664
269,187.32,25.0,4683
270,187.36,25.0,4684
271,188.44,25.0,4711
272,189.48,25.0,4737
273,189.52,25.0,4738
274,190.24,25.0,4756
275,190.96,25.0,4774
276,191.0,25.0,4775
277,192.08,25.0,4802
278,193.12,25.0,4828
279,193.16,25.0,4829
280,194.48,25.0,4862
281,195.8,25.0,4895
282,195.84,25.0,4896
283,196.8,25.0,4920
284,197.76,25.0,4944
285,197.8,25.0,4945
286,198.96,25.0,4974
287,200.12,25.0,5003
288,200.16,25.0,5004
289,201.56,25.0,5039
290,202.96,25.0,5074
291,203.0,25.0,5075
292,205.52,25.0,5138
293,208.04,25.0,5201
294,208.08,25.0,5202
295,209.36,25.0,5234
296,210.64,25.0,5266
297,210.68,25.0,5267
298,211.48,25.0,5287
299,212.24,25.0,5306
300,212.28,25.0,5307
301,214.08,25.0,5352
302,215.88,25.0,5397
303,215.92,25.0,5398
304,216.92,25.0,5423
305,217.88,25.0,5447
306,217.92,25.0,5448
