n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.4,25.0,10
2,0.76,25.0,19
3,0.8,25.0,20
4,1.08,25.0,27
5,1.32,25.0,33
6,1.36,25.0,34
7,1.92,25.0,48
8,2.48,25.0,62
9,2.52,25.0,63
10,2.8,25.0,70
11,3.04,25.0,76
12,3.08,25.0,77
13,3.24,25.0,81
14,3.36,25.0,84
15,3.48,25.0,87
16,3.88,25.0,97
17,4.28,25.0,107
18,4.32,25.0,108
19,5.32,25.0,133
20,6.28,25.0,157
21,6.4,25.0,160
22,6.52,25.0,163
23,6.64,25.0,166
24,6.68,25.0,167
25,6.96,25.0,174
26,7.2,25.0,180
27,7.24,25.0,181
28,8.2,25.0,205
29,9.16,25.0,229
30,9.2,25.0,230
31,9.4,25.0,235
32,9.6,25.0,240
33,9.64,25.0,241
34,9.96,25.0,249
35,10.28,25.0,257
36,10.32,25.0,258
37,10.44,25.0,261
38,10.52,25.0,263
39,10.56,25.0,264
40,11.24,25.0,281
41,11.92,25.0,298
42,11.96,25.0,299
43,12.44,25.0,311
44,12.88,25.0,322
45,12.92,25.0,323
46,13.96,25.0,349
47,14.96,25.0,374
48,15.0,25.0,375
49,15.76,25.0,394
50,16.52,25.0,413
51,16.56,25.0,414
52,17.44,25.0,436
53,18.28,25.0,457
54,18.32,25.0,458
55,19.8,25.0,495
56,21.24,25.0,531
57,21.28,25.0,532
58,22.04,25.0,551
59,22.8,25.0,570
60,22.84,25.0,571
61,23.44,25.0,586
62,24.04,25.0,601
63,24.08,25.0,602
64,24.68,25.0,617
65,25.28,25.0,632
66,25.32,25.0,633
67,26.6,25.0,665
68,27.88,25.0,697
69,27.92,25.0,698
70,28.84,25.0,721
71,29.76,25.0,744
72,29.8,25.0,745
73,30.44,25.0,761
74,31.08,25.0,777
75,31.12,25.0,778
76,32.72,25.0,818
77,34.28,25.0,857
78,34.32,25.0,858
79,36.16,25.0,904
80,38.0,25.0,950
81,38.04,25.0,951
82,39.24,25.0,981
83,40.4,25.0,1010
84,40.44,25.0,1011
85,41.28,25.0,1032
86,42.08,25.0,1052
87,42.12,25.0,1053
88,44.24,25.0,1106
89,46.32,25.0,1158
90,46.36,25.0,1159
91,48.76,25.0,1219
92,51.16,25.0,1279
93,51.2,25.0,1280
94,52.08,25.0,1302
95,52.92,25.0,1323
96,52.96,25.0,1324
97,54.68,25.0,1367
98,56.4,25.0,1410
99,56.44,25.0,1411
100,59.12,25.0,1478
101,61.76,25.0,1544
102,61.8,25.0,1545
103,63.56,25.0,1589
104,65.32,25.0,1633
105,65.36,25.0,1634
106,68.84,25.0,1721
107,72.32,25.0,1808
108,72.36,25.0,1809
109,75.8,25.0,1895
110,79.24,25.0,1981
111,79.28,25.0,1982
112,79.64,25.0,1991
113,80.0,25.0,2000
114,80.04,25.0,2001
115,80.2,25.0,2005
116,80.32,25.0,2008
117,80.36,25.0,2009
118,82.16,25.0,2054
119,83.96,25.0,2099
120,84.0,25.0,2100
121,84.84,25.0,2121
122,85.64,25.0,2141
123,85.68,25.0,2142
124,86.84,25.0,2171
125,88.0,25.0,2200
126,88.04,25.0,2201
127,88.72,25.0,2218
128,89.4,25.0,2235
129,89.44,25.0,2236
130,90.24,25.0,2256
131,91.0,25.0,2275
132,91.04,25.0,2276
133,91.16,25.0,2279
134,91.24,25.0,2281
135,91.28,25.0,2282
136,93.24,25.0,2331
137,95.16,25.0,2379
138,95.2,25.0,2380
139,97.12,25.0,2428
140,99.04,25.0,2476
141,99.08,25.0,2477
142,99.88,25.0,2497
143,100.68,25.0,2517
144,100.72,25.0,2518
145,101.56,25.0,2539
146,102.4,25.0,2560
147,102.44,25.0,2561
148,103.2,25.0,2580
149,103.96,25.0,2599
150,104.0,25.0,2600
151,104.76,25.0,2619
152,105.52,25.0,2638
153,105.56,25.0,2639
154,107.08,25.0,2677
155,108.6,25.0,2715
156,108.64,25.0,2716
157,109.08,25.0,2727
158,109.48,25.0,2737
159,109.52,25.0,2738
160,110.28,25.0,2757
161,111.0,25.0,2775
162,111.04,25.0,2776
163,111.64,25.0,2791
164,112.2,25.0,2805
165,112.24,25.0,2806
166,112.92,25.0,2823
167,113.6,25.0,2840
168,113.64,25.0,2841
169,115.08,25.0,2877
170,116.48,25.0,2912
171,116.52,25.0,2913
172,117.24,25.0,2931
173,117.92,25.0,2948
174,117.96,25.0,2949
175,119.64,25.0,2991
176,121.32,25.0,3033
177,121.36,25.0,3034
178,122.8,25.0,3070
179,124.24,25.0,3106
180,124.28,25.0,3107
181,124.8,25.0,3120
182,125.28,25.0,3132
183,125.32,25.0,3133
184,126.56,25.0,3164
185,127.76,25.0,3194
186,127.8,25.0,3195
187,128.76,25.0,3219
188,129.72,25.0,3243
189,129.76,25.0,3244
190,132.16,25.0,3304
191,134.56,25.0,3364
192,134.6,25.0,3365
193,136.36,25.0,3409
194,138.12,25.0,3453
195,138.16,25.0,3454
196,138.36,25.0,3459
197,138.52,25.0,3463
198,138.56,25.0,3464
199,139.28,25.0,3482
200,140.0,25.0,3500
201,140.04,25.0,3501
202,141.36,25.0,3534
203,142.64,25.0,3566
204,142.68,25.0,3567
205,143.48,25.0,3587
206,144.28,25.0,3607
207,144.32,25.0,3608
208,144.92,25.0,3623
209,145.52,25.0,3638
210,145.56,25.0,3639
211,145.84,25.0,3646
212,146.12,25.0,3653
213,146.16,25.0,3654
214,147.32,25.0,3683
215,148.48,25.0,3712
216,148.52,25.0,3713
217,149.64,25.0,3741
218,150.76,25.0,3769
219,150.8,25.0,3770
220,151.88,25.0,3797
221,152.92,25.0,3823
222,152.96,25.0,3824
223,154.48,25.0,3862
224,155.96,25.0,3899
225,156.0,25.0,3900
226,158.0,25.0,3950
227,159.96,25.0,3999
228,160.0,25.0,4000
229,161.04,25.0,4026
230,162.04,25.0,4051
231,162.08,25.0,4052
232,163.52,25.0,4088
233,164.92,25.0,4123
234,164.96,25.0,4124
235,165.28,25.0,4132
236,165.56,25.0,4139
237,165.6,25.0,4140
238,166.2,25.0,4155
239,166.76,25.0,4169
240,166.8,25.0,4170
241,167.56,25.0,4189
242,168.28,25.0,4207
243,168.32,25.0,4208
244,168.88,25.0,4222
245,169.4,25.0,4235
246,169.44,25.0,4236
247,170.16,25.0,4254
248,170.84,25.0,4271
249,170.88,25.0,4272
250,171.32,25.0,4283
251,171.72,25.0,4293
252,171.76,25.0,4294
253,172.2,25.0,4305
254,172.6,25.0,4315
255,172.64,25.0,4316
256,173.48,25.0,4337
257,174.32,25.0,4358
258,174.36,25.0,4359
259,177.12,25.0,4428
260,179.84,25.0,4496
261,179.88,25.0,4497
262,181.6,25.0,4540
263,183.32,25.0,4583
264,183.36,25.0,4584
265,184.96,25.0,4624
266,186.52,25.0,4663
267,186.56,25.0,4664
268,187.8,25.0,4695
269,189.04,25.0,4726
270,189.08,25.0,4727
271,189.72,25.0,4743
272,190.32,25.0,4758
273,190.36,25.0,4759
274,190.88,25.0,4772
275,191.4,25.0,4785
276,191.44,25.0,4786
277,192.68,25.0,4817
278,193.92,25.0,4848
279,193.96,25.0,4849
280,194.88,25.0,4872
281,195.8,25.0,4895
282,195.84,25.0,4896
283,196.84,25.0,4921
284,197.84,25.0,4946
285,197.88,25.0,4947
286,199.52,25.0,4988
287,201.16,25.0,5029
288,201.2,25.0,5030
289,202.88,25.0,5072
290,204.52,25.0,5113
291,204.56,25.0,5114
292,205.88,25.0,5147
293,207.2,25.0,5180
294,207.24,25.0,5181
295,209.6,25.0,5240
296,211.96,25.0,5299
297,212.0,25.0,5300
298,213.32,25.0,5333
299,214.6,25.0,5365
300,214.64,25.0,5366
301,215.96,25.0,5399
302,217.24,25.0,5431
303,217.28,25.0,5432
304,218.52,25.0,5463
305,219.76,25.0,5494
306,219.8,25.0,5495
