n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.4,25.0,10
2,0.76,25.0,19
3,0.8,25.0,20
4,1.08,25.0,27
5,1.32,25.0,33
6,1.36,25.0,34
7,1.92,25.0,48
8,2.48,25.0,62
9,2.52,25.0,63
10,2.8,25.0,70
11,3.04,25.0,76
12,3.08,25.0,77
13,3.2,25.0,80
14,3.32,25.0,83
15,3.36,25.0,84
16,3.4,25.0,85
17,3.44,25.0,86
18,3.48,25.0,87
19,3.88,25.0,97
20,4.28,25.0,107
21,4.32,25.0,108
22,5.36,25.0,134
23,6.36,25.0,159
24,6.4,25.0,160
25,6.52,25.0,163
26,6.64,25.0,166
27,6.68,25.0,167
28,6.96,25.0,174
29,7.2,25.0,180
30,7.24,25.0,181
31,8.2,25.0,205
32,9.16,25.0,229
33,9.2,25.0,230
34,9.4,25.0,235
35,9.6,25.0,240
36,9.64,25.0,241
37,9.96,25.0,249
38,10.28,25.0,257
39,10.32,25.0,258
40,10.44,25.0,261
41,10.52,25.0,263
42,10.56,25.0,264
43,11.24,25.0,281
44,11.92,25.0,298
45,11.96,25.0,299
46,14.2,25.0,355
47,16.4,25.0,410
48,16.44,25.0,411
49,19.24,25.0,481
50,22.04,25.0,551
51,22.08,25.0,552
52,25.16,25.0,629
53,28.2,25.0,705
54,28.24,25.0,706
55,31.84,25.0,796
56,35.4,25.0,885
57,35.44,25.0,886
58,43.72,25.0,1093
59,52.0,25.0,1300
60,52.04,25.0,1301
61,53.16,25.0,1329
62,54.28,25.0,1357
63,54.32,25.0,1358
64,56.4,25.0,1410
65,58.48,25.0,1462
66,58.52,25.0,1463
67,60.16,25.0,1504
68,61.76,25.0,1544
69,61.8,25.0,1545
70,62.68,25.0,1567
71,63.52,25.0,1588
72,63.56,25.0,1589
73,64.4,25.0,1610
74,65.24,25.0,1631
75,65.28,25.0,1632
76,67.28,25.0,1682
77,69.24,25.0,1731
78,69.28,25.0,1732
79,70.52,25.0,1763
80,71.76,25.0,1794
81,71.8,25.0,1795
82,75.12,25.0,1878
83,78.4,25.0,1960
84,78.44,25.0,1961
85,83.48,25.0,2087
86,88.48,25.0,2212
87,88.52,25.0,2213
88,92.72,25.0,2318
89,96.92,25.0,2423
90,96.96,25.0,2424
91,103.2,25.0,2580
92,109.44,25.0,2736
93,109.48,25.0,2737
94,111.0,25.0,2775
95,112.48,25.0,2812
96,112.52,25.0,2813
97,114.24,25.0,2856
98,115.96,25.0,2899
99,116.0,25.0,2900
100,116.92,25.0,2923
101,117.8,25.0,2945
102,117.84,25.0,2946
103,119.0,25.0,2975
104,120.12,25.0,3003
105,120.16,25.0,3004
106,120.92,25.0,3023
107,121.68,25.0,3042
108,121.72,25.0,3043
109,122.04,25.0,3051
110,122.32,25.0,3058
111,122.36,25.0,3059
112,123.0,25.0,3075
113,123.6,25.0,3090
114,123.64,25.0,3091
115,124.52,25.0,3113
116,125.4,25.0,3135
117,125.44,25.0,3136
118,126.84,25.0,3171
119,128.2,25.0,3205
120,128.24,25.0,3206
121,129.72,25.0,3243
122,131.2,25.0,3280
123,131.24,25.0,3281
124,132.52,25.0,3313
125,133.8,25.0,3345
126,133.84,25.0,3346
127,137.88,25.0,3447
128,141.92,25.0,3548
129,141.96,25.0,3549
130,143.04,25.0,3576
131,144.12,25.0,3603
132,144.16,25.0,3604
133,145.84,25.0,3646
134,147.52,25.0,3688
135,147.56,25.0,3689
136,147.84,25.0,3696
137,148.08,25.0,3702
138,148.12,25.0,3703
139,150.08,25.0,3752
140,152.0,25.0,3800
141,152.04,25.0,3801
142,154.32,25.0,3858
143,156.56,25.0,3914
144,156.6,25.0,3915
145,158.4,25.0,3960
146,160.16,25.0,4004
147,160.2,25.0,4005
148,162.16,25.0,4054
149,164.12,25.0,4103
150,164.16,25.0,4104
151,165.92,25.0,4148
152,167.68,25.0,4192
153,167.72,25.0,4193
154,169.72,25.0,4243
155,171.68,25.0,4292
156,171.72,25.0,4293
157,172.44,25.0,4311
158,173.16,25.0,4329
159,173.2,25.0,4330
160,174.08,25.0,4352
161,174.96,25.0,4374
162,175.0,25.0,4375
163,175.88,25.0,4397
164,176.72,25.0,4418
165,176.76,25.0,4419
166,178.0,25.0,4450
167,179.24,25.0,4481
168,179.28,25.0,4482
169,180.64,25.0,4516
170,181.96,25.0,4549
171,182.0,25.0,4550
172,182.84,25.0,4571
173,183.68,25.0,4592
174,183.72,25.0,4593
175,184.92,25.0,4623
176,186.08,25.0,4652
177,186.12,25.0,4653
178,187.24,25.0,4681
179,188.32,25.0,4708
180,188.36,25.0,4709
181,189.64,25.0,4741
182,190.88,25.0,4772
183,190.92,25.0,4773
184,191.88,25.0,4797
185,192.8,25.0,4820
186,192.84,25.0,4821
187,194.64,25.0,4866
188,196.44,25.0,4911
189,196.48,25.0,4912
190,197.56,25.0,4939
191,198.64,25.0,4966
192,198.68,25.0,4967
193,199.2,25.0,4980
194,199.72,25.0,4993
195,199.76,25.0,4994
196,200.68,25.0,5017
197,201.6,25.0,5040
198,201.64,25.0,5041
199,202.64,25.0,5066
200,203.6,25.0,5090
201,203.64,25.0,5091
202,205.24,25.0,5131
203,206.84,25.0,5171
204,206.88,25.0,5172
205,208.2,25.0,5205
206,209.48,25.0,5237
207,209.52,25.0,5238
208,210.64,25.0,5266
209,211.76,25.0,5294
210,211.8,25.0,5295
211,212.96,25.0,5324
212,214.12,25.0,5353
213,214.16,25.0,5354
214,217.44,25.0,5436
215,220.72,25.0,5518
216,220.76,25.0,5519
217,222.52,25.0,5563
218,224.28,25.0,5607
219,224.32,25.0,5608
220,224.84,25.0,5621
221,225.36,25.0,5634
222,225.4,25.0,5635
223,227.12,25.0,5678
224,228.8,25.0,5720
225,228.84,25.0,5721
226,232.56,25.0,5814
227,236.28,25.0,5907
228,236.32,25.0,5908
229,239.04,25.0,5976
230,241.76,25.0,6044
231,241.8,25.0,6045
232,243.96,25.0,6099
233,246.08,25.0,6152
234,246.12,25.0,6153
235,247.36,25.0,6184
236,248.56,25.0,6214
237,248.6,25.0,6215
238,249.8,25.0,6245
239,250.96,25.0,6274
240,251.0,25.0,6275
241,252.24,25.0,6306
242,253.44,25.0,6336
243,253.48,25.0,6337
244,254.64,25.0,6366
245,255.76,25.0,6394
246,255.8,25.0,6395
247,256.52,25.0,6413
248,257.24,25.0,6431
249,257.28,25.0,6432
250,259.28,25.0,6482
251,261.28,25.0,6532
252,261.32,25.0,6533
253,262.2,25.0,6555
254,263.04,25.0,6576
255,263.08,25.0,6577
256,264.92,25.0,6623
257,266.72,25.0,6668
258,266.76,25.0,6669
259,268.92,25.0,6723
260,271.08,25.0,6777
261,271.12,25.0,6778
262,274.52,25.0,6863
263,277.92,25.0,6948
264,277.96,25.0,6949
265,283.92,25.0,7098
266,289.84,25.0,7246
267,289.88,25.0,7247
268,291.84,25.0,7296
269,293.76,25.0,7344
270,293.8,25.0,7345
271,295.08,25.0,7377
272,296.32,25.0,7408
273,296.36,25.0,7409
274,300.56,25.0,7514
275,304.76,25.0,7619
276,304.8,25.0,7620
277,307.4,25.0,7685
278,309.96,25.0,7749
279,310.0,25.0,7750
280,313.48,25.0,7837
281,316.92,25.0,7923
282,316.96,25.0,7924
283,319.44,25.0,7986
284,321.88,25.0,8047
285,321.92,25.0,8048
286,325.8,25.0,8145
287,329.68,25.0,8242
