n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,22.16,25.0,554
2,44.32,25.0,1108
3,44.36,25.0,1109
4,45.52,25.0,1138
5,46.64,25.0,1166
6,46.68,25.0,1167
7,47.72,25.0,1193
8,48.72,25.0,1218
9,48.76,25.0,1219
10,66.04,25.0,1651
11,83.32,25.0,2083
12,83.36,25.0,2084
13,89.56,25.0,2239
14,95.76,25.0,2394
15,95.8,25.0,2395
16,97.52,25.0,2438
17,99.24,25.0,2481
18,99.28,25.0,2482
19,112.56,25.0,2814
20,125.8,25.0,3145
21,125.84,25.0,3146
22,129.52,25.0,3238
23,133.2,25.0,3330
24,133.24,25.0,3331
25,136.16,25.0,3404
26,139.04,25.0,3476
27,139.08,25.0,3477
28,144.16,25.0,3604
29,149.24,25.0,3731
30,149.28,25.0,3732
31,152.84,25.0,3821
32,156.4,25.0,3910
33,156.44,25.0,3911
34,162.12,25.0,4053
35,167.8,25.0,4195
36,167.84,25.0,4196
37,170.84,25.0,4271
38,173.84,25.0,4346
39,173.88,25.0,4347
40,178.2,25.0,4455
41,182.48,25.0,4562
42,182.52,25.0,4563
43,184.96,25.0,4624
44,187.4,25.0,4685
45,187.44,25.0,4686
46,192.6,25.0,4815
47,197.72,25.0,4943
48,197.76,25.0,4944
49,199.76,25.0,4994
50,201.76,25.0,5044
51,201.8,25.0,5045
52,205.64,25.0,5141
53,209.44,25.0,5236
54,209.48,25.0,5237
55,210.84,25.0,5271
56,212.2,25.0,5305
57,212.24,25.0,5306
58,215.64,25.0,5391
59,219.04,25.0,5476
60,219.08,25.0,5477
61,228.8,25.0,5720
62,238.52,25.0,5963
63,238.56,25.0,5964
64,239.76,25.0,5994
65,240.92,25.0,6023
66,240.96,25.0,6024
67,244.68,25.0,6117
68,248.36,25.0,6209
69,248.4,25.0,6210
70,255.4,25.0,6385
71,262.4,25.0,6560
72,262.44,25.0,6561
73,264.12,25.0,6603
74,265.76,25.0,6644
75,265.8,25.0,6645
76,271.24,25.0,6781
77,276.68,25.0,6917
78,276.72,25.0,6918
79,282.04,25.0,7051
80,287.32,25.0,7183
81,287.36,25.0,7184
82,295.2,25.0,7380
83,303.0,25.0,7575
84,303.04,25.0,7576
85,305.12,25.0,7628
86,307.16,25.0,7679
87,307.2,25.0,7680
88,309.0,25.0,7725
89,310.76,25.0,7769
90,310.8,25.0,7770
91,316.48,25.0,7912
92,322.12,25.0,8053
93,322.16,25.0,8054
94,324.4,25.0,8110
95,326.64,25.0,8166
96,326.68,25.0,8167
97,328.4,25.0,8210
98,330.12,25.0,8253
99,330.16,25.0,8254
100,334.4,25.0,8360
101,338.64,25.0,8466
102,338.68,25.0,8467
103,340.4,25.0,8510
104,342.08,25.0,8552
105,342.12,25.0,8553
106,344.04,25.0,8601
107,345.96,25.0,8649
108,346.0,25.0,8650
109,353.6,25.0,8840
110,361.16,25.0,9029
111,361.2,25.0,9030
112,362.64,25.0,9066
113,364.04,25.0,9101
114,364.08,25.0,9102
115,376.24,25.0,9406
116,388.4,25.0,9710
117,388.44,25.0,9711
118,392.04,25.0,9801
119,395.64,25.0,9891
120,395.68,25.0,9892
121,399.36,25.0,9984
122,403.0,25.0,10075
123,403.04,25.0,10076
124,408.08,25.0,10202
125,413.12,25.0,10328
126,413.16,25.0,10329
127,428.72,25.0,10718
128,444.28,25.0,11107
129,444.32,25.0,11108
130,448.96,25.0,11224
131,453.6,25.0,11340
132,453.64,25.0,11341
133,455.0,25.0,11375
134,456.32,25.0,11408
135,456.36,25.0,11409
136,458.04,25.0,11451
137,459.72,25.0,11493
138,459.76,25.0,11494
139,461.44,25.0,11536
140,463.08,25.0,11577
141,463.12,25.0,11578
142,469.64,25.0,11741
143,476.16,25.0,11904
144,476.2,25.0,11905
145,481.36,25.0,12034
146,486.52,25.0,12163
147,486.56,25.0,12164
148,490.32,25.0,12258
149,494.08,25.0,12352
150,494.12,25.0,12353
151,498.4,25.0,12460
152,502.68,25.0,12567
153,502.72,25.0,12568
154,505.24,25.0,12631
155,507.72,25.0,12693
156,507.76,25.0,12694
157,511.84,25.0,12796
158,515.92,25.0,12898
159,515.96,25.0,12899
160,517.12,25.0,12928
161,518.28,25.0,12957
162,518.32,25.0,12958
163,522.16,25.0,13054
164,525.96,25.0,13149
165,526.0,25.0,13150
166,529.84,25.0,13246
167,533.68,25.0,13342
168,533.72,25.0,13343
169,539.84,25.0,13496
170,545.96,25.0,13649
171,546.0,25.0,13650
172,551.4,25.0,13785
173,556.76,25.0,13919
174,556.8,25.0,13920
175,559.24,25.0,13981
176,561.64,25.0,14041
177,561.68,25.0,14042
178,565.32,25.0,14133
179,568.96,25.0,14224
180,569.0,25.0,14225
181,573.12,25.0,14328
182,577.2,25.0,14430
183,577.24,25.0,14431
184,588.76,25.0,14719
185,600.28,25.0,15007
186,600.32,25.0,15008
187,603.92,25.0,15098
188,607.52,25.0,15188
189,607.56,25.0,15189
190,614.72,25.0,15368
191,621.84,25.0,15546
192,621.88,25.0,15547
193,623.48,25.0,15587
194,625.08,25.0,15627
