n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.16,25.0,4
2,0.28,25.0,7
3,0.32,25.0,8
4,1.24,25.0,31
5,2.12,25.0,53
6,2.16,25.0,54
7,8.92,25.0,223
8,15.64,25.0,391
9,15.68,25.0,392
10,16.92,25.0,423
11,18.12,25.0,453
12,18.16,25.0,454
13,18.76,25.0,469
14,19.36,25.0,484
15,19.4,25.0,485
16,20.0,25.0,500
17,20.6,25.0,515
18,20.64,25.0,516
19,21.24,25.0,531
20,21.84,25.0,546
21,21.88,25.0,547
22,22.56,25.0,564
23,23.2,25.0,580
24,23.24,25.0,581
25,23.84,25.0,596
26,24.44,25.0,611
27,24.48,25.0,612
28,25.08,25.0,627
29,25.68,25.0,642
30,25.72,25.0,643
31,26.32,25.0,658
32,26.92,25.0,673
33,26.96,25.0,674
34,27.56,25.0,689
35,28.16,25.0,704
36,28.2,25.0,705
37,28.8,25.0,720
38,29.4,25.0,735
39,29.44,25.0,736
40,30.08,25.0,752
41,30.68,25.0,767
42,30.72,25.0,768
43,31.32,25.0,783
44,31.88,25.0,797
45,31.92,25.0,798
46,32.56,25.0,814
47,33.16,25.0,829
48,33.2,25.0,830
49,34.48,25.0,862
50,35.76,25.0,894
51,35.8,25.0,895
52,36.76,25.0,919
53,37.68,25.0,942
54,37.72,25.0,943
55,39.48,25.0,987
56,41.2,25.0,1030
57,41.24,25.0,1031
58,49.88,25.0,1247
59,58.48,25.0,1462
60,58.52,25.0,1463
61,59.8,25.0,1495
62,61.08,25.0,1527
63,61.12,25.0,1528
64,62.08,25.0,1552
65,63.04,25.0,1576
66,63.08,25.0,1577
67,64.28,25.0,1607
68,65.48,25.0,1637
69,65.52,25.0,1638
70,67.68,25.0,1692
71,69.8,25.0,1745
72,69.84,25.0,1746
73,72.04,25.0,1801
74,74.2,25.0,1855
75,74.24,25.0,1856
76,76.28,25.0,1907
77,78.28,25.0,1957
78,78.32,25.0,1958
79,79.92,25.0,1998
80,81.52,25.0,2038
81,81.56,25.0,2039
82,82.56,25.0,2064
83,83.52,25.0,2088
84,83.56,25.0,2089
85,84.44,25.0,2111
86,85.32,25.0,2133
87,85.36,25.0,2134
88,87.28,25.0,2182
89,89.16,25.0,2229
90,89.2,25.0,2230
91,90.76,25.0,2269
92,92.32,25.0,2308
93,92.36,25.0,2309
94,94.0,25.0,2350
95,95.6,25.0,2390
96,95.64,25.0,2391
97,103.64,25.0,2591
98,111.6,25.0,2790
99,111.64,25.0,2791
100,113.48,25.0,2837
101,115.32,25.0,2883
102,115.36,25.0,2884
103,116.0,25.0,2900
104,116.64,25.0,2916
105,116.68,25.0,2917
106,117.6,25.0,2940
107,118.52,25.0,2963
108,118.56,25.0,2964
109,119.52,25.0,2988
110,120.48,25.0,3012
111,120.52,25.0,3013
112,121.64,25.0,3041
113,122.72,25.0,3068
114,122.76,25.0,3069
115,124.08,25.0,3102
116,125.36,25.0,3134
117,125.4,25.0,3135
118,126.36,25.0,3159
119,127.28,25.0,3182
120,127.32,25.0,3183
121,128.6,25.0,3215
122,129.84,25.0,3246
123,129.88,25.0,3247
124,130.48,25.0,3262
125,131.08,25.0,3277
126,131.12,25.0,3278
127,131.72,25.0,3293
128,132.32,25.0,3308
129,132.36,25.0,3309
130,132.92,25.0,3323
131,133.48,25.0,3337
132,133.52,25.0,3338
133,134.32,25.0,3358
134,135.08,25.0,3377
135,135.12,25.0,3378
136,135.76,25.0,3394
137,136.36,25.0,3409
138,136.4,25.0,3410
139,140.88,25.0,3522
140,145.36,25.0,3634
141,145.4,25.0,3635
142,146.48,25.0,3662
143,147.56,25.0,3689
144,147.6,25.0,3690
145,148.28,25.0,3707
146,148.92,25.0,3723
147,148.96,25.0,3724
148,149.92,25.0,3748
149,150.88,25.0,3772
150,150.92,25.0,3773
151,152.12,25.0,3803
152,153.28,25.0,3832
153,153.32,25.0,3833
154,154.0,25.0,3850
155,154.64,25.0,3866
156,154.68,25.0,3867
157,155.2,25.0,3880
158,155.68,25.0,3892
159,155.72,25.0,3893
160,156.12,25.0,3903
161,156.52,25.0,3913
162,156.56,25.0,3914
163,157.04,25.0,3926
164,157.48,25.0,3937
165,157.52,25.0,3938
166,158.08,25.0,3952
167,158.6,25.0,3965
168,158.64,25.0,3966
169,159.56,25.0,3989
170,160.48,25.0,4012
171,160.52,25.0,4013
172,161.12,25.0,4028
173,161.68,25.0,4042
174,161.72,25.0,4043
175,162.92,25.0,4073
176,164.12,25.0,4103
177,164.16,25.0,4104
178,165.08,25.0,4127
179,165.96,25.0,4149
180,166.0,25.0,4150
181,178.48,25.0,4462
182,190.96,25.0,4774
183,191.0,25.0,4775
184,191.68,25.0,4792
185,192.32,25.0,4808
186,192.36,25.0,4809
187,193.56,25.0,4839
188,194.72,25.0,4868
189,194.76,25.0,4869
190,195.64,25.0,4891
191,196.52,25.0,4913
192,196.56,25.0,4914
193,197.44,25.0,4936
194,198.28,25.0,4957
195,198.32,25.0,4958
196,199.48,25.0,4987
197,200.6,25.0,5015
198,200.64,25.0,5016
199,201.44,25.0,5036
200,202.24,25.0,5056
201,202.28,25.0,5057
202,203.44,25.0,5086
203,204.6,25.0,5115
204,204.64,25.0,5116
205,205.52,25.0,5138
206,206.4,25.0,5160
207,206.44,25.0,5161
208,207.28,25.0,5182
209,208.12,25.0,5203
210,208.16,25.0,5204
211,208.96,25.0,5224
212,209.72,25.0,5243
213,209.76,25.0,5244
214,211.0,25.0,5275
215,212.2,25.0,5305
216,212.24,25.0,5306
217,213.24,25.0,5331
218,214.24,25.0,5356
219,214.28,25.0,5357
220,214.96,25.0,5374
221,215.64,25.0,5391
222,215.68,25.0,5392
223,216.12,25.0,5403
224,216.56,25.0,5414
225,216.6,25.0,5415
226,218.04,25.0,5451
227,219.44,25.0,5486
228,219.48,25.0,5487
229,220.48,25.0,5512
230,221.44,25.0,5536
231,221.48,25.0,5537
232,222.24,25.0,5556
233,223.0,25.0,5575
234,223.04,25.0,5576
235,223.96,25.0,5599
236,224.84,25.0,5621
237,224.88,25.0,5622
238,225.84,25.0,5646
239,226.8,25.0,5670
240,226.84,25.0,5671
241,227.52,25.0,5688
242,228.2,25.0,5705
243,228.24,25.0,5706
244,228.72,25.0,5718
245,229.2,25.0,5730
246,229.24,25.0,5731
247,230.0,25.0,5750
248,230.76,25.0,5769
249,230.8,25.0,5770
250,231.6,25.0,5790
251,232.4,25.0,5810
252,232.44,25.0,5811
253,233.76,25.0,5844
254,235.08,25.0,5877
255,235.12,25.0,5878
256,236.28,25.0,5907
257,237.4,25.0,5935
258,237.44,25.0,5936
259,238.64,25.0,5966
260,239.84,25.0,5996
261,239.88,25.0,5997
262,241.12,25.0,6028
263,242.32,25.0,6058
264,242.36,25.0,6059
265,243.08,25.0,6077
266,243.8,25.0,6095
267,243.84,25.0,6096
268,245.6,25.0,6140
269,247.36,25.0,6184
270,247.4,25.0,6185
271,248.96,25.0,6224
272,250.48,25.0,6262
273,250.52,25.0,6263
274,251.76,25.0,6294
275,252.96,25.0,6324
276,253.0,25.0,6325
277,253.8,25.0,6345
278,254.56,25.0,6364
279,254.6,25.0,6365
280,255.68,25.0,6392
281,256.76,25.0,6419
282,256.8,25.0,6420
283,268.2,25.0,6705
284,279.6,25.0,6990
285,279.64,25.0,6991
286,280.44,25.0,7011
287,281.2,25.0,7030
288,281.24,25.0,7031
289,281.8,25.0,7045
290,282.36,25.0,7059
291,282.4,25.0,7060
292,282.96,25.0,7074
293,283.52,25.0,7088
294,283.56,25.0,7089
295,283.96,25.0,7099
296,284.36,25.0,7109
297,284.4,25.0,7110
298,285.24,25.0,7131
299,286.08,25.0,7152
300,286.12,25.0,7153
301,286.96,25.0,7174
302,287.76,25.0,7194
303,287.8,25.0,7195
304,288.88,25.0,7222
305,289.92,25.0,7248
306,289.96,25.0,7249
307,291.64,25.0,7291
308,293.28,25.0,7332
309,293.32,25.0,7333
310,295.76,25.0,7394
311,298.16,25.0,7454
312,298.2,25.0,7455
313,299.08,25.0,7477
314,299.96,25.0,7499
315,300.0,25.0,7500
316,300.56,25.0,7514
317,301.12,25.0,7528
318,301.16,25.0,7529
319,301.72,25.0,7543
320,302.24,25.0,7556
321,302.28,25.0,7557
322,302.8,25.0,7570
323,303.28,25.0,7582
324,303.32,25.0,7583
325,303.8,25.0,7595
326,304.24,25.0,7606
327,304.28,25.0,7607
328,305.28,25.0,7632
329,306.28,25.0,7657
330,306.32,25.0,7658
331,307.6,25.0,7690
332,308.84,25.0,7721
333,308.88,25.0,7722
334,309.64,25.0,7741
335,310.4,25.0,7760
336,310.44,25.0,7761
337,314.24,25.0,7856
338,318.04,25.0,7951
339,318.08,25.0,7952
340,324.0,25.0,8100
341,329.92,25.0,8248
342,329.96,25.0,8249
343,330.88,25.0,8272
344,331.76,25.0,8294
345,331.8,25.0,8295
346,332.36,25.0,8309
347,332.92,25.0,8323
348,332.96,25.0,8324
349,334.0,25.0,8350
350,335.04,25.0,8376
351,335.08,25.0,8377
352,335.88,25.0,8397
353,336.68,25.0,8417
354,336.72,25.0,8418
355,337.88,25.0,8447
356,339.04,25.0,8476
357,339.08,25.0,8477
358,345.84,25.0,8646
359,352.6,25.0,8815
360,352.64,25.0,8816
361,353.72,25.0,8843
362,354.76,25.0,8869
363,354.8,25.0,8870
364,356.2,25.0,8905
365,357.56,25.0,8939
366,357.6,25.0,8940
367,358.72,25.0,8968
368,359.8,25.0,8995
369,359.84,25.0,8996
370,360.92,25.0,9023
371,362.0,25.0,9050
372,362.04,25.0,9051
373,363.36,25.0,9084
374,364.68,25.0,9117
375,364.72,25.0,9118
376,365.48,25.0,9137
377,366.2,25.0,9155
378,366.24,25.0,9156
379,367.44,25.0,9186
380,368.6,25.0,9215
381,368.64,25.0,9216
382,369.64,25.0,9241
