n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.52,25.0,13
2,1.0,25.0,25
3,1.04,25.0,26
4,9.6,25.0,240
5,18.16,25.0,454
6,18.2,25.0,455
7,19.08,25.0,477
8,19.96,25.0,499
9,20.0,25.0,500
10,20.96,25.0,524
11,21.88,25.0,547
12,21.92,25.0,548
13,22.64,25.0,566
14,23.36,25.0,584
15,23.4,25.0,585
16,24.24,25.0,606
17,25.04,25.0,626
18,25.08,25.0,627
19,25.92,25.0,648
20,26.72,25.0,668
21,26.76,25.0,669
22,27.52,25.0,688
23,28.28,25.0,707
24,28.32,25.0,708
25,29.16,25.0,729
26,30.0,25.0,750
27,30.04,25.0,751
28,30.88,25.0,772
29,31.72,25.0,793
30,31.76,25.0,794
31,32.32,25.0,808
32,32.84,25.0,821
33,32.88,25.0,822
34,33.92,25.0,848
35,34.96,25.0,874
36,35.0,25.0,875
37,36.12,25.0,903
38,37.2,25.0,930
39,37.24,25.0,931
40,49.16,25.0,1229
41,61.04,25.0,1526
42,61.08,25.0,1527
43,62.44,25.0,1561
44,63.76,25.0,1594
45,63.8,25.0,1595
46,66.0,25.0,1650
47,68.16,25.0,1704
48,68.2,25.0,1705
49,70.32,25.0,1758
50,72.4,25.0,1810
51,72.44,25.0,1811
52,75.48,25.0,1887
53,78.48,25.0,1962
54,78.52,25.0,1963
55,81.8,25.0,2045
56,85.04,25.0,2126
57,85.08,25.0,2127
58,85.72,25.0,2143
59,86.32,25.0,2158
60,86.36,25.0,2159
61,87.16,25.0,2179
62,87.92,25.0,2198
63,87.96,25.0,2199
64,89.24,25.0,2231
65,90.52,25.0,2263
66,90.56,25.0,2264
67,91.32,25.0,2283
68,92.04,25.0,2301
69,92.08,25.0,2302
70,93.08,25.0,2327
71,94.04,25.0,2351
72,94.08,25.0,2352
73,94.88,25.0,2372
74,95.64,25.0,2391
75,95.68,25.0,2392
76,97.6,25.0,2440
77,99.48,25.0,2487
78,99.52,25.0,2488
79,101.28,25.0,2532
80,103.0,25.0,2575
81,103.04,25.0,2576
82,104.52,25.0,2613
83,105.96,25.0,2649
84,106.0,25.0,2650
85,107.0,25.0,2675
86,107.96,25.0,2699
87,108.0,25.0,2700
88,109.16,25.0,2729
89,110.28,25.0,2757
90,110.32,25.0,2758
91,111.56,25.0,2789
92,112.76,25.0,2819
93,112.8,25.0,2820
94,113.52,25.0,2838
95,114.24,25.0,2856
96,114.28,25.0,2857
97,115.52,25.0,2888
98,116.72,25.0,2918
99,116.76,25.0,2919
100,126.24,25.0,3156
101,135.72,25.0,3393
102,135.76,25.0,3394
103,136.8,25.0,3420
104,137.8,25.0,3445
105,137.84,25.0,3446
106,139.16,25.0,3479
107,140.44,25.0,3511
108,140.48,25.0,3512
109,141.4,25.0,3535
110,142.28,25.0,3557
111,142.32,25.0,3558
112,143.36,25.0,3584
113,144.36,25.0,3609
114,144.4,25.0,3610
115,144.92,25.0,3623
116,145.44,25.0,3636
117,145.48,25.0,3637
118,146.84,25.0,3671
119,148.2,25.0,3705
120,148.24,25.0,3706
121,149.08,25.0,3727
122,149.92,25.0,3748
123,149.96,25.0,3749
124,152.6,25.0,3815
125,155.2,25.0,3880
126,155.24,25.0,3881
127,155.8,25.0,3895
128,156.36,25.0,3909
129,156.4,25.0,3910
130,157.32,25.0,3933
131,158.24,25.0,3956
132,158.28,25.0,3957
133,159.8,25.0,3995
134,161.28,25.0,4032
135,161.32,25.0,4033
136,163.24,25.0,4081
137,165.12,25.0,4128
138,165.16,25.0,4129
139,168.44,25.0,4211
140,171.72,25.0,4293
141,171.76,25.0,4294
