n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.16,25.0,4
2,0.28,25.0,7
3,0.32,25.0,8
4,0.96,25.0,24
5,1.6,25.0,40
6,1.64,25.0,41
7,9.84,25.0,246
8,18.0,25.0,450
9,18.04,25.0,451
10,19.12,25.0,478
11,20.2,25.0,505
12,20.24,25.0,506
13,21.08,25.0,527
14,21.88,25.0,547
15,21.92,25.0,548
16,22.72,25.0,568
17,23.52,25.0,588
18,23.56,25.0,589
19,24.44,25.0,611
20,25.28,25.0,632
21,25.32,25.0,633
22,26.16,25.0,654
23,26.96,25.0,674
24,27.0,25.0,675
25,27.8,25.0,695
26,28.6,25.0,715
27,28.64,25.0,716
28,29.44,25.0,736
29,30.24,25.0,756
30,30.28,25.0,757
31,31.08,25.0,777
32,31.88,25.0,797
33,31.92,25.0,798
34,32.72,25.0,818
35,33.52,25.0,838
36,33.56,25.0,839
37,34.32,25.0,858
38,35.04,25.0,876
39,35.16,25.0,879
40,36.28,25.0,907
41,37.4,25.0,935
42,37.44,25.0,936
43,44.36,25.0,1109
44,51.24,25.0,1281
45,51.28,25.0,1282
46,52.68,25.0,1317
47,54.04,25.0,1351
48,54.08,25.0,1352
49,55.44,25.0,1386
50,56.8,25.0,1420
51,56.84,25.0,1421
52,58.72,25.0,1468
53,60.6,25.0,1515
54,60.64,25.0,1516
55,63.72,25.0,1593
56,66.76,25.0,1669
57,66.8,25.0,1670
58,68.2,25.0,1705
59,69.56,25.0,1739
60,69.6,25.0,1740
61,71.2,25.0,1780
62,72.8,25.0,1820
63,72.84,25.0,1821
64,74.48,25.0,1862
65,76.12,25.0,1903
66,76.16,25.0,1904
67,77.52,25.0,1938
68,78.84,25.0,1971
69,78.88,25.0,1972
70,80.44,25.0,2011
71,81.96,25.0,2049
72,82.0,25.0,2050
73,83.68,25.0,2092
74,85.32,25.0,2133
75,85.36,25.0,2134
76,93.56,25.0,2339
77,101.72,25.0,2543
78,101.76,25.0,2544
79,102.64,25.0,2566
80,103.52,25.0,2588
81,103.56,25.0,2589
82,104.52,25.0,2613
83,105.44,25.0,2636
84,105.48,25.0,2637
85,106.44,25.0,2661
86,107.4,25.0,2685
87,107.44,25.0,2686
88,108.4,25.0,2710
89,109.36,25.0,2734
90,109.4,25.0,2735
91,110.32,25.0,2758
92,111.24,25.0,2781
93,111.28,25.0,2782
94,112.28,25.0,2807
95,113.24,25.0,2831
96,113.28,25.0,2832
97,114.28,25.0,2857
98,115.28,25.0,2882
99,115.32,25.0,2883
100,116.2,25.0,2905
101,117.08,25.0,2927
102,117.12,25.0,2928
103,118.8,25.0,2970
104,120.48,25.0,3012
105,120.52,25.0,3013
106,121.04,25.0,3026
107,121.52,25.0,3038
108,121.56,25.0,3039
109,122.4,25.0,3060
110,123.24,25.0,3081
111,123.28,25.0,3082
112,123.88,25.0,3097
113,124.48,25.0,3112
114,124.52,25.0,3113
115,125.28,25.0,3132
116,126.0,25.0,3150
117,126.04,25.0,3151
118,127.24,25.0,3181
119,128.4,25.0,3210
120,128.44,25.0,3211
121,129.64,25.0,3241
122,130.8,25.0,3270
123,130.84,25.0,3271
124,131.88,25.0,3297
125,132.92,25.0,3323
126,132.96,25.0,3324
127,134.0,25.0,3350
128,135.0,25.0,3375
129,135.04,25.0,3376
130,136.32,25.0,3408
131,137.56,25.0,3439
132,137.6,25.0,3440
133,139.32,25.0,3483
134,141.0,25.0,3525
135,141.04,25.0,3526
136,141.92,25.0,3548
137,142.76,25.0,3569
138,142.8,25.0,3570
139,144.44,25.0,3611
140,146.04,25.0,3651
141,146.08,25.0,3652
142,146.52,25.0,3663
143,146.92,25.0,3673
144,146.96,25.0,3674
145,147.84,25.0,3696
146,148.68,25.0,3717
147,148.72,25.0,3718
148,149.72,25.0,3743
149,150.68,25.0,3767
150,150.72,25.0,3768
151,151.6,25.0,3790
152,152.48,25.0,3812
153,152.52,25.0,3813
154,153.48,25.0,3837
155,154.44,25.0,3861
156,154.48,25.0,3862
157,155.44,25.0,3886
158,156.36,25.0,3909
159,156.4,25.0,3910
160,157.56,25.0,3939
161,158.68,25.0,3967
162,158.72,25.0,3968
163,166.04,25.0,4151
164,173.32,25.0,4333
165,173.36,25.0,4334
166,174.2,25.0,4355
167,175.0,25.0,4375
168,175.04,25.0,4376
169,176.12,25.0,4403
170,177.2,25.0,4430
171,177.24,25.0,4431
172,178.68,25.0,4467
173,180.08,25.0,4502
174,180.12,25.0,4503
175,180.96,25.0,4524
176,181.76,25.0,4544
177,181.8,25.0,4545
178,183.0,25.0,4575
179,184.16,25.0,4604
180,184.2,25.0,4605
181,185.8,25.0,4645
182,187.36,25.0,4684
183,187.4,25.0,4685
184,188.28,25.0,4707
185,189.16,25.0,4729
186,189.2,25.0,4730
187,191.92,25.0,4798
188,194.6,25.0,4865
189,194.64,25.0,4866
190,195.36,25.0,4884
191,196.04,25.0,4901
192,196.08,25.0,4902
193,197.2,25.0,4930
194,198.28,25.0,4957
195,198.32,25.0,4958
196,199.24,25.0,4981
197,200.16,25.0,5004
198,200.2,25.0,5005
199,202.12,25.0,5053
200,204.04,25.0,5101
201,204.08,25.0,5102
202,204.68,25.0,5117
203,205.24,25.0,5131
204,205.28,25.0,5132
205,206.08,25.0,5152
206,206.88,25.0,5172
207,206.92,25.0,5173
208,208.08,25.0,5202
209,209.2,25.0,5230
210,209.24,25.0,5231
211,210.12,25.0,5253
212,210.96,25.0,5274
213,211.0,25.0,5275
214,212.0,25.0,5300
215,212.96,25.0,5324
216,213.0,25.0,5325
217,219.0,25.0,5475
218,224.96,25.0,5624
219,225.0,25.0,5625
220,225.88,25.0,5647
221,226.76,25.0,5669
222,226.8,25.0,5670
223,227.64,25.0,5691
224,228.48,25.0,5712
225,228.52,25.0,5713
226,229.48,25.0,5737
227,230.4,25.0,5760
228,230.44,25.0,5761
229,231.32,25.0,5783
230,232.16,25.0,5804
231,232.2,25.0,5805
232,232.72,25.0,5818
233,233.2,25.0,5830
234,233.24,25.0,5831
235,234.28,25.0,5857
236,235.32,25.0,5883
237,235.36,25.0,5884
238,236.12,25.0,5903
239,236.84,25.0,5921
240,236.88,25.0,5922
241,237.6,25.0,5940
242,238.32,25.0,5958
243,238.36,25.0,5959
244,240.8,25.0,6020
245,243.24,25.0,6081
246,243.28,25.0,6082
247,244.24,25.0,6106
248,245.16,25.0,6129
249,245.2,25.0,6130
250,251.04,25.0,6276
251,256.84,25.0,6421
252,256.88,25.0,6422
253,257.84,25.0,6446
254,258.8,25.0,6470
255,258.84,25.0,6471
256,259.92,25.0,6498
257,261.0,25.0,6525
258,261.04,25.0,6526
259,261.56,25.0,6539
260,262.08,25.0,6552
261,262.12,25.0,6553
262,262.88,25.0,6572
263,263.64,25.0,6591
264,263.68,25.0,6592
265,265.68,25.0,6642
266,267.64,25.0,6691
267,267.68,25.0,6692
268,268.48,25.0,6712
269,269.28,25.0,6732
270,269.32,25.0,6733
271,270.84,25.0,6771
272,272.36,25.0,6809
273,272.4,25.0,6810
274,273.56,25.0,6839
275,274.72,25.0,6868
276,274.76,25.0,6869
277,277.32,25.0,6933
278,279.88,25.0,6997
279,279.92,25.0,6998
280,280.36,25.0,7009
281,280.8,25.0,7020
282,280.84,25.0,7021
283,281.44,25.0,7036
284,282.0,25.0,7050
285,282.04,25.0,7051
286,284.44,25.0,7111
287,286.8,25.0,7170
288,286.84,25.0,7171
289,292.04,25.0,7301
290,297.24,25.0,7431
291,297.28,25.0,7432
292,299.24,25.0,7481
293,301.2,25.0,7530
294,301.24,25.0,7531
295,305.16,25.0,7629
296,309.04,25.0,7726
297,309.08,25.0,7727
298,311.12,25.0,7778
299,313.16,25.0,7829
300,313.2,25.0,7830
301,315.6,25.0,7890
302,317.96,25.0,7949
303,318.0,25.0,7950
304,321.0,25.0,8025
305,324.0,25.0,8100
306,324.04,25.0,8101
307,325.04,25.0,8126
308,326.04,25.0,8151
309,326.08,25.0,8152
310,327.0,25.0,8175
311,327.92,25.0,8198
312,327.96,25.0,8199
313,328.76,25.0,8219
314,329.56,25.0,8239
315,329.6,25.0,8240
316,330.4,25.0,8260
317,331.2,25.0,8280
318,331.24,25.0,8281
319,332.32,25.0,8308
320,333.4,25.0,8335
321,333.44,25.0,8336
322,334.52,25.0,8363
323,335.6,25.0,8390
324,335.64,25.0,8391
325,336.76,25.0,8419
326,337.84,25.0,8446
327,337.88,25.0,8447
328,338.6,25.0,8465
329,339.28,25.0,8482
330,339.4,25.0,8485
331,340.56,25.0,8514
332,341.72,25.0,8543
333,341.76,25.0,8544
334,347.2,25.0,8680
335,352.6,25.0,8815
336,352.64,25.0,8816
337,355.12,25.0,8878
338,357.56,25.0,8939
339,357.6,25.0,8940
340,361.04,25.0,9026
341,364.44,25.0,9111
342,364.48,25.0,9112
343,367.44,25.0,9186
344,370.4,25.0,9260
345,370.44,25.0,9261
346,373.92,25.0,9348
347,377.4,25.0,9435
348,377.44,25.0,9436
349,379.84,25.0,9496
350,382.24,25.0,9556
351,382.28,25.0,9557
352,384.36,25.0,9609
353,386.4,25.0,9660
354,386.44,25.0,9661
355,394.32,25.0,9858
356,402.2,25.0,10055
357,402.24,25.0,10056
358,404.68,25.0,10117
359,407.08,25.0,10177
360,407.12,25.0,10178
361,410.04,25.0,10251
362,412.92,25.0,10323
363,412.96,25.0,10324
364,418.08,25.0,10452
365,423.16,25.0,10579
366,423.2,25.0,10580
367,427.44,25.0,10686
368,431.64,25.0,10791
369,431.68,25.0,10792
370,435.28,25.0,10882
371,438.88,25.0,10972
372,438.92,25.0,10973
373,445.48,25.0,11137
374,452.04,25.0,11301
375,452.08,25.0,11302
376,459.48,25.0,11487
377,466.84,25.0,11671
378,466.88,25.0,11672
379,470.84,25.0,11771
380,474.76,25.0,11869
381,474.8,25.0,11870
