n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.08,25.0,2
2,0.16,25.0,4
3,0.2,25.0,5
4,0.88,25.0,22
5,1.52,25.0,38
6,1.56,25.0,39
7,6.32,25.0,158
8,11.04,25.0,276
9,11.08,25.0,277
10,12.2,25.0,305
11,13.28,25.0,332
12,13.32,25.0,333
13,13.92,25.0,348
14,14.52,25.0,363
15,14.56,25.0,364
16,15.16,25.0,379
17,15.76,25.0,394
18,15.8,25.0,395
19,16.4,25.0,410
20,17.0,25.0,425
21,17.04,25.0,426
22,17.72,25.0,443
23,18.36,25.0,459
24,18.4,25.0,460
25,19.0,25.0,475
26,19.6,25.0,490
27,19.64,25.0,491
28,20.24,25.0,506
29,20.84,25.0,521
30,20.88,25.0,522
31,21.48,25.0,537
32,22.08,25.0,552
33,22.12,25.0,553
34,22.72,25.0,568
35,23.32,25.0,583
36,23.36,25.0,584
37,23.96,25.0,599
38,24.56,25.0,614
39,24.6,25.0,615
40,25.2,25.0,630
41,25.8,25.0,645
42,25.84,25.0,646
43,26.44,25.0,661
44,27.04,25.0,676
45,27.08,25.0,677
46,27.72,25.0,693
47,28.32,25.0,708
48,28.36,25.0,709
49,28.96,25.0,724
50,29.56,25.0,739
51,29.6,25.0,740
52,30.2,25.0,755
53,30.8,25.0,770
54,30.84,25.0,771
55,31.44,25.0,786
56,32.04,25.0,801
57,32.08,25.0,802
58,32.68,25.0,817
59,33.28,25.0,832
60,33.32,25.0,833
61,33.64,25.0,841
62,33.92,25.0,848
63,33.96,25.0,849
64,35.24,25.0,881
65,36.52,25.0,913
66,36.56,25.0,914
67,45.32,25.0,1133
68,54.04,25.0,1351
69,54.08,25.0,1352
70,55.88,25.0,1397
71,57.64,25.0,1441
72,57.68,25.0,1442
73,58.8,25.0,1470
74,59.92,25.0,1498
75,59.96,25.0,1499
76,61.36,25.0,1534
77,62.72,25.0,1568
78,62.76,25.0,1569
79,67.56,25.0,1689
80,72.32,25.0,1808
81,72.36,25.0,1809
82,74.0,25.0,1850
83,75.64,25.0,1891
84,75.68,25.0,1892
85,76.2,25.0,1905
86,76.72,25.0,1918
87,76.76,25.0,1919
88,77.92,25.0,1948
89,79.08,25.0,1977
90,79.12,25.0,1978
91,80.0,25.0,2000
92,80.84,25.0,2021
93,80.88,25.0,2022
94,83.88,25.0,2097
95,86.84,25.0,2171
96,86.88,25.0,2172
97,88.0,25.0,2200
98,89.08,25.0,2227
99,89.12,25.0,2228
100,90.32,25.0,2258
101,91.48,25.0,2287
102,91.52,25.0,2288
103,92.28,25.0,2307
104,93.0,25.0,2325
105,93.04,25.0,2326
106,94.32,25.0,2358
107,95.6,25.0,2390
108,95.64,25.0,2391
109,98.4,25.0,2460
110,101.12,25.0,2528
111,101.16,25.0,2529
112,102.8,25.0,2570
113,104.44,25.0,2611
114,104.48,25.0,2612
115,105.56,25.0,2639
116,106.64,25.0,2666
117,106.68,25.0,2667
118,107.84,25.0,2696
119,108.96,25.0,2724
120,109.0,25.0,2725
121,110.36,25.0,2759
122,111.68,25.0,2792
123,111.72,25.0,2793
124,112.2,25.0,2805
125,112.68,25.0,2817
126,112.72,25.0,2818
127,119.88,25.0,2997
128,127.0,25.0,3175
129,127.04,25.0,3176
130,128.28,25.0,3207
131,129.48,25.0,3237
132,129.52,25.0,3238
133,131.2,25.0,3280
134,132.84,25.0,3321
135,132.88,25.0,3322
136,134.44,25.0,3361
137,136.0,25.0,3400
138,136.04,25.0,3401
139,138.04,25.0,3451
140,140.04,25.0,3501
141,140.08,25.0,3502
142,144.4,25.0,3610
143,148.68,25.0,3717
144,148.72,25.0,3718
145,151.24,25.0,3781
146,153.72,25.0,3843
147,153.76,25.0,3844
148,154.56,25.0,3864
149,155.36,25.0,3884
150,155.4,25.0,3885
151,156.56,25.0,3914
152,157.72,25.0,3943
153,157.76,25.0,3944
154,159.64,25.0,3991
155,161.52,25.0,4038
156,161.56,25.0,4039
157,163.0,25.0,4075
158,164.4,25.0,4110
159,164.44,25.0,4111
160,165.08,25.0,4127
161,165.72,25.0,4143
162,165.76,25.0,4144
163,166.88,25.0,4172
164,167.96,25.0,4199
165,168.0,25.0,4200
166,170.2,25.0,4255
167,172.36,25.0,4309
168,172.4,25.0,4310
169,173.6,25.0,4340
170,174.8,25.0,4370
171,174.84,25.0,4371
172,176.12,25.0,4403
173,177.4,25.0,4435
174,177.44,25.0,4436
175,178.8,25.0,4470
176,180.16,25.0,4504
177,180.2,25.0,4505
178,181.24,25.0,4531
179,182.24,25.0,4556
180,182.28,25.0,4557
181,183.8,25.0,4595
182,185.32,25.0,4633
183,185.36,25.0,4634
184,192.48,25.0,4812
185,199.56,25.0,4989
186,199.6,25.0,4990
187,200.28,25.0,5007
188,200.92,25.0,5023
189,200.96,25.0,5024
190,201.68,25.0,5042
191,202.4,25.0,5060
192,202.44,25.0,5061
193,205.32,25.0,5133
194,208.2,25.0,5205
195,208.24,25.0,5206
196,209.92,25.0,5248
197,211.6,25.0,5290
198,211.64,25.0,5291
199,211.92,25.0,5298
200,212.16,25.0,5304
201,212.2,25.0,5305
202,214.28,25.0,5357
203,216.32,25.0,5408
204,216.36,25.0,5409
205,218.84,25.0,5471
206,221.32,25.0,5533
207,221.36,25.0,5534
208,224.08,25.0,5602
209,226.76,25.0,5669
210,226.8,25.0,5670
211,227.48,25.0,5687
212,228.16,25.0,5704
213,228.2,25.0,5705
214,229.08,25.0,5727
215,229.92,25.0,5748
216,229.96,25.0,5749
217,230.64,25.0,5766
218,231.28,25.0,5782
219,231.32,25.0,5783
220,232.0,25.0,5800
221,232.68,25.0,5817
222,232.72,25.0,5818
223,233.76,25.0,5844
224,234.76,25.0,5869
225,234.8,25.0,5870
226,236.24,25.0,5906
227,237.68,25.0,5942
228,237.72,25.0,5943
229,238.68,25.0,5967
230,239.64,25.0,5991
231,239.68,25.0,5992
232,245.32,25.0,6133
233,250.92,25.0,6273
234,250.96,25.0,6274
235,252.16,25.0,6304
236,253.36,25.0,6334
237,253.4,25.0,6335
238,254.76,25.0,6369
239,256.12,25.0,6403
240,256.16,25.0,6404
241,256.96,25.0,6424
242,257.72,25.0,6443
243,257.76,25.0,6444
244,259.56,25.0,6489
245,261.36,25.0,6534
246,261.4,25.0,6535
247,261.6,25.0,6540
248,261.8,25.0,6545
249,261.84,25.0,6546
250,263.08,25.0,6577
251,264.28,25.0,6607
252,264.32,25.0,6608
253,265.16,25.0,6629
254,266.0,25.0,6650
255,266.04,25.0,6651
256,268.12,25.0,6703
257,270.16,25.0,6754
258,270.2,25.0,6755
259,270.88,25.0,6772
260,271.52,25.0,6788
261,271.56,25.0,6789
262,271.68,25.0,6792
263,271.8,25.0,6795
264,271.84,25.0,6796
265,276.04,25.0,6901
266,280.24,25.0,7006
267,280.28,25.0,7007
268,284.28,25.0,7107
269,288.24,25.0,7206
270,288.28,25.0,7207
271,291.96,25.0,7299
272,295.6,25.0,7390
273,295.64,25.0,7391
274,296.72,25.0,7418
275,297.76,25.0,7444
276,297.8,25.0,7445
277,299.32,25.0,7483
278,300.8,25.0,7520
279,300.84,25.0,7521
280,301.56,25.0,7539
281,302.24,25.0,7556
282,302.28,25.0,7557
283,303.04,25.0,7576
284,303.8,25.0,7595
285,303.84,25.0,7596
286,304.12,25.0,7603
287,304.36,25.0,7609
288,304.4,25.0,7610
289,306.56,25.0,7664
290,308.68,25.0,7717
291,308.72,25.0,7718
292,311.28,25.0,7782
293,313.84,25.0,7846
294,313.88,25.0,7847
295,314.84,25.0,7871
296,315.76,25.0,7894
297,315.8,25.0,7895
298,316.76,25.0,7919
299,317.68,25.0,7942
300,317.72,25.0,7943
301,319.12,25.0,7978
302,320.52,25.0,8013
303,320.56,25.0,8014
304,321.96,25.0,8049
305,323.32,25.0,8083
306,323.36,25.0,8084
307,324.6,25.0,8115
308,325.84,25.0,8146
309,325.88,25.0,8147
310,327.56,25.0,8189
311,329.24,25.0,8231
312,329.28,25.0,8232
313,331.08,25.0,8277
314,332.88,25.0,8322
315,332.92,25.0,8323
316,334.4,25.0,8360
317,335.88,25.0,8397
318,335.92,25.0,8398
319,337.44,25.0,8436
320,338.92,25.0,8473
321,338.96,25.0,8474
322,340.44,25.0,8511
323,341.88,25.0,8547
324,341.92,25.0,8548
325,344.48,25.0,8612
326,347.0,25.0,8675
327,347.04,25.0,8676
328,347.44,25.0,8686
329,347.8,25.0,8695
330,347.84,25.0,8696
331,349.24,25.0,8731
332,350.64,25.0,8766
333,350.68,25.0,8767
334,352.28,25.0,8807
335,353.88,25.0,8847
336,353.92,25.0,8848
337,355.32,25.0,8883
338,356.68,25.0,8917
339,356.72,25.0,8918
340,358.48,25.0,8962
341,360.2,25.0,9005
342,360.24,25.0,9006
343,361.56,25.0,9039
344,362.88,25.0,9072
345,362.92,25.0,9073
346,363.44,25.0,9086
347,363.92,25.0,9098
348,363.96,25.0,9099
349,364.88,25.0,9122
350,365.8,25.0,9145
351,365.84,25.0,9146
352,366.56,25.0,9164
353,367.24,25.0,9181
354,367.28,25.0,9182
355,368.64,25.0,9216
356,370.0,25.0,9250
357,370.04,25.0,9251
358,371.2,25.0,9280
359,372.32,25.0,9308
360,372.36,25.0,9309
361,378.32,25.0,9458
362,384.24,25.0,9606
363,384.28,25.0,9607
364,386.0,25.0,9650
365,387.72,25.0,9693
366,387.76,25.0,9694
367,390.2,25.0,9755
368,392.64,25.0,9816
369,392.68,25.0,9817
370,394.16,25.0,9854
371,395.64,25.0,9891
372,395.68,25.0,9892
373,397.72,25.0,9943
374,399.72,25.0,9993
375,399.76,25.0,9994
376,401.12,25.0,10028
377,402.48,25.0,10062
378,402.52,25.0,10063
379,404.24,25.0,10106
380,405.96,25.0,10149
381,406.0,25.0,10150
382,408.6,25.0,10215
383,411.16,25.0,10279
384,411.2,25.0,10280
385,412.48,25.0,10312
386,413.72,25.0,10343
387,413.76,25.0,10344
388,415.16,25.0,10379
389,416.56,25.0,10414
390,416.6,25.0,10415
391,417.96,25.0,10449
392,419.32,25.0,10483
393,419.36,25.0,10484
394,420.64,25.0,10516
395,421.92,25.0,10548
396,421.96,25.0,10549
397,423.48,25.0,10587
398,424.96,25.0,10624
399,425.0,25.0,10625
400,425.72,25.0,10643
401,426.44,25.0,10661
402,426.48,25.0,10662
403,427.2,25.0,10680
404,427.88,25.0,10697
405,427.92,25.0,10698
406,428.64,25.0,10716
407,429.32,25.0,10733
408,429.36,25.0,10734
409,430.08,25.0,10752
410,430.76,25.0,10769
411,430.8,25.0,10770
412,431.52,25.0,10788
413,432.2,25.0,10805
414,432.24,25.0,10806
415,432.96,25.0,10824
416,433.64,25.0,10841
417,433.68,25.0,10842
418,434.24,25.0,10856
419,434.76,25.0,10869
420,434.8,25.0,10870
421,435.68,25.0,10892
422,436.52,25.0,10913
423,436.56,25.0,10914
424,437.28,25.0,10932
425,437.96,25.0,10949
426,438.0,25.0,10950
