n,pts_time,fps,frame_idx
0,0.0,30.0,0
1,0.13,30.0,4
2,0.23,30.0,7
3,0.27,30.0,8
4,1.0,30.0,30
5,1.7,30.0,51
6,1.73,30.0,52
7,8.77,30.0,263
8,15.77,30.0,473
9,15.8,30.0,474
10,16.13,30.0,484
11,16.43,30.0,493
12,16.53,30.0,496
13,16.6,30.0,498
14,16.63,30.0,499
15,16.67,30.0,500
16,17.3,30.0,519
17,17.9,30.0,537
18,17.93,30.0,538
19,18.9,30.0,567
20,19.83,30.0,595
21,19.87,30.0,596
22,20.6,30.0,618
23,21.3,30.0,639
24,21.33,30.0,640
25,22.2,30.0,666
26,23.03,30.0,691
27,23.07,30.0,692
28,24.03,30.0,721
29,25.0,30.0,750
30,25.03,30.0,751
31,25.63,30.0,769
32,26.2,30.0,786
33,26.23,30.0,787
34,27.13,30.0,814
35,28.0,30.0,840
36,28.03,30.0,841
37,29.07,30.0,872
38,30.1,30.0,903
39,30.13,30.0,904
40,30.97,30.0,929
41,31.8,30.0,954
42,31.83,30.0,955
43,32.33,30.0,970
44,32.83,30.0,985
45,32.93,30.0,988
46,33.0,30.0,990
47,33.03,30.0,991
48,33.07,30.0,992
49,33.97,30.0,1019
50,34.87,30.0,1046
51,34.9,30.0,1047
52,44.23,30.0,1327
53,53.53,30.0,1606
54,53.57,30.0,1607
55,54.13,30.0,1624
56,54.7,30.0,1641
57,54.73,30.0,1642
58,55.07,30.0,1652
59,55.4,30.0,1662
60,55.43,30.0,1663
61,57.07,30.0,1712
62,58.7,30.0,1761
63,58.73,30.0,1762
64,59.83,30.0,1795
65,60.9,30.0,1827
66,60.93,30.0,1828
67,61.97,30.0,1859
68,62.97,30.0,1889
69,63.0,30.0,1890
70,64.17,30.0,1925
71,65.3,30.0,1959
72,65.33,30.0,1960
73,67.27,30.0,2018
74,69.17,30.0,2075
75,69.2,30.0,2076
76,70.37,30.0,2111
77,71.5,30.0,2145
78,71.53,30.0,2146
79,73.1,30.0,2193
80,74.63,30.0,2239
81,74.67,30.0,2240
82,76.0,30.0,2280
83,77.33,30.0,2320
84,77.37,30.0,2321
85,79.23,30.0,2377
86,81.1,30.0,2433
87,81.13,30.0,2434
88,82.23,30.0,2467
89,83.3,30.0,2499
90,83.33,30.0,2500
91,84.87,30.0,2546
92,86.4,30.0,2592
93,86.43,30.0,2593
94,87.53,30.0,2626
95,88.6,30.0,2658
96,88.63,30.0,2659
97,89.33,30.0,2680
98,90.0,30.0,2700
99,90.03,30.0,2701
100,90.47,30.0,2714
101,90.9,30.0,2727
102,90.93,30.0,2728
103,97.97,30.0,2939
104,104.97,30.0,3149
105,105.0,30.0,3150
106,106.17,30.0,3185
107,107.33,30.0,3220
108,107.37,30.0,3221
109,108.6,30.0,3258
110,109.83,30.0,3295
111,109.87,30.0,3296
112,111.03,30.0,3331
113,112.2,30.0,3366
114,112.23,30.0,3367
115,113.03,30.0,3391
116,113.8,30.0,3414
117,113.83,30.0,3415
118,117.33,30.0,3520
119,120.83,30.0,3625
120,120.87,30.0,3626
121,121.9,30.0,3657
122,122.9,30.0,3687
123,122.93,30.0,3688
124,123.73,30.0,3712
125,124.5,30.0,3735
126,124.53,30.0,3736
127,125.27,30.0,3758
128,126.0,30.0,3780
129,126.03,30.0,3781
130,127.07,30.0,3812
131,128.1,30.0,3843
132,128.13,30.0,3844
133,129.6,30.0,3888
134,131.03,30.0,3931
135,131.07,30.0,3932
136,131.8,30.0,3954
137,132.53,30.0,3976
138,132.57,30.0,3977
139,135.3,30.0,4059
140,138.0,30.0,4140
141,138.03,30.0,4141
142,138.9,30.0,4167
143,139.77,30.0,4193
144,139.8,30.0,4194
145,140.7,30.0,4221
146,141.6,30.0,4248
147,141.63,30.0,4249
148,143.2,30.0,4296
149,144.73,30.0,4342
150,144.77,30.0,4343
151,149.2,30.0,4476
152,153.63,30.0,4609
153,153.67,30.0,4610
154,154.43,30.0,4633
155,155.2,30.0,4656
156,155.23,30.0,4657
157,155.97,30.0,4679
158,156.7,30.0,4701
159,156.73,30.0,4702
160,158.03,30.0,4741
161,159.3,30.0,4779
162,159.33,30.0,4780
163,160.03,30.0,4801
164,160.7,30.0,4821
165,160.73,30.0,4822
166,161.57,30.0,4847
167,162.4,30.0,4872
168,162.43,30.0,4873
169,163.23,30.0,4897
170,164.0,30.0,4920
171,164.03,30.0,4921
172,166.3,30.0,4989
173,168.53,30.0,5056
174,168.57,30.0,5057
175,171.37,30.0,5141
176,174.17,30.0,5225
177,174.2,30.0,5226
178,175.33,30.0,5260
179,176.43,30.0,5293
180,176.47,30.0,5294
181,179.33,30.0,5380
182,182.17,30.0,5465
183,182.2,30.0,5466
184,182.87,30.0,5486
185,183.53,30.0,5506
186,183.57,30.0,5507
187,184.33,30.0,5530
188,185.1,30.0,5553
189,185.13,30.0,5554
190,185.93,30.0,5578
191,186.73,30.0,5602
192,186.77,30.0,5603
193,187.87,30.0,5636
194,188.93,30.0,5668
195,188.97,30.0,5669
196,190.3,30.0,5709
197,191.6,30.0,5748
198,191.63,30.0,5749
199,192.53,30.0,5776
200,193.43,30.0,5803
201,193.47,30.0,5804
202,194.7,30.0,5841
