n,pts_time,fps,frame_idx
0,0.0,25.0,0
1,0.16,25.0,4
2,0.28,25.0,7
3,0.32,25.0,8
4,0.96,25.0,24
5,1.56,25.0,39
6,1.6,25.0,40
7,9.4,25.0,235
8,17.16,25.0,429
9,17.2,25.0,430
10,18.24,25.0,456
11,19.24,25.0,481
12,19.28,25.0,482
13,19.88,25.0,497
14,20.48,25.0,512
15,20.52,25.0,513
16,21.12,25.0,528
17,21.72,25.0,543
18,21.76,25.0,544
19,22.36,25.0,559
20,22.96,25.0,574
21,23.0,25.0,575
22,23.68,25.0,592
23,24.32,25.0,608
24,24.36,25.0,609
25,25.6,25.0,640
26,26.8,25.0,670
27,26.84,25.0,671
28,27.44,25.0,686
29,28.04,25.0,701
30,28.08,25.0,702
31,28.68,25.0,717
32,29.28,25.0,732
33,29.32,25.0,733
34,29.92,25.0,748
35,30.52,25.0,763
36,30.56,25.0,764
37,31.16,25.0,779
38,31.76,25.0,794
39,31.8,25.0,795
40,32.4,25.0,810
41,33.0,25.0,825
42,33.04,25.0,826
43,33.68,25.0,842
44,34.28,25.0,857
45,34.32,25.0,858
46,34.92,25.0,873
47,35.52,25.0,888
48,35.56,25.0,889
49,36.68,25.0,917
50,37.8,25.0,945
51,37.84,25.0,946
52,40.44,25.0,1011
53,43.04,25.0,1076
54,43.08,25.0,1077
55,52.0,25.0,1300
56,60.92,25.0,1523
57,60.96,25.0,1524
58,61.56,25.0,1539
59,62.16,25.0,1554
60,62.2,25.0,1555
61,62.76,25.0,1569
62,63.28,25.0,1582
63,63.32,25.0,1583
64,63.96,25.0,1599
65,64.6,25.0,1615
66,64.64,25.0,1616
67,65.24,25.0,1631
68,65.84,25.0,1646
69,65.88,25.0,1647
70,66.68,25.0,1667
71,67.44,25.0,1686
72,67.48,25.0,1687
73,68.48,25.0,1712
74,69.44,25.0,1736
75,69.48,25.0,1737
76,73.04,25.0,1826
77,76.6,25.0,1915
78,76.64,25.0,1916
79,78.76,25.0,1969
80,80.84,25.0,2021
81,80.88,25.0,2022
82,81.84,25.0,2046
83,82.8,25.0,2070
84,82.84,25.0,2071
85,83.64,25.0,2091
86,84.44,25.0,2111
87,84.48,25.0,2112
88,85.6,25.0,2140
89,86.72,25.0,2168
90,86.76,25.0,2169
91,87.92,25.0,2198
92,89.04,25.0,2226
93,89.08,25.0,2227
94,90.24,25.0,2256
95,91.4,25.0,2285
96,91.44,25.0,2286
97,92.96,25.0,2324
98,94.44,25.0,2361
99,94.48,25.0,2362
100,95.96,25.0,2399
101,97.44,25.0,2436
102,97.48,25.0,2437
103,99.0,25.0,2475
104,100.48,25.0,2512
105,100.52,25.0,2513
106,100.88,25.0,2522
107,101.24,25.0,2531
108,101.28,25.0,2532
109,102.32,25.0,2558
110,103.36,25.0,2584
111,103.4,25.0,2585
112,104.2,25.0,2605
113,104.96,25.0,2624
114,105.0,25.0,2625
115,105.68,25.0,2642
116,106.36,25.0,2659
117,106.4,25.0,2660
118,107.0,25.0,2675
119,107.56,25.0,2689
120,107.6,25.0,2690
121,108.2,25.0,2705
122,108.8,25.0,2720
123,108.84,25.0,2721
124,110.2,25.0,2755
125,111.52,25.0,2788
126,111.56,25.0,2789
127,112.56,25.0,2814
128,113.56,25.0,2839
129,113.6,25.0,2840
130,113.8,25.0,2845
131,113.96,25.0,2849
132,114.0,25.0,2850
133,115.32,25.0,2883
134,116.6,25.0,2915
135,116.64,25.0,2916
136,117.48,25.0,2937
137,118.32,25.0,2958
138,118.36,25.0,2959
139,120.32,25.0,3008
140,122.24,25.0,3056
141,122.28,25.0,3057
142,129.44,25.0,3236
143,136.6,25.0,3415
144,136.64,25.0,3416
145,138.96,25.0,3474
146,141.24,25.0,3531
147,141.28,25.0,3532
148,142.92,25.0,3573
149,144.52,25.0,3613
150,144.56,25.0,3614
151,144.96,25.0,3624
152,145.32,25.0,3633
153,145.36,25.0,3634
154,146.72,25.0,3668
155,148.04,25.0,3701
156,148.08,25.0,3702
157,150.16,25.0,3754
158,152.24,25.0,3806
159,152.28,25.0,3807
160,153.44,25.0,3836
161,154.6,25.0,3865
162,154.64,25.0,3866
163,155.92,25.0,3898
164,157.2,25.0,3930
165,157.24,25.0,3931
166,158.76,25.0,3969
167,160.24,25.0,4006
168,160.28,25.0,4007
169,161.6,25.0,4040
170,162.88,25.0,4072
171,162.92,25.0,4073
172,164.12,25.0,4103
173,165.32,25.0,4133
174,165.36,25.0,4134
175,166.64,25.0,4166
176,167.92,25.0,4198
177,167.96,25.0,4199
178,169.4,25.0,4235
179,170.8,25.0,4270
180,170.84,25.0,4271
181,171.76,25.0,4294
182,172.64,25.0,4316
183,172.68,25.0,4317
184,173.8,25.0,4345
185,174.88,25.0,4372
186,174.92,25.0,4373
187,175.56,25.0,4389
188,176.16,25.0,4404
189,176.2,25.0,4405
190,186.12,25.0,4653
191,196.04,25.0,4901
192,196.08,25.0,4902
193,197.32,25.0,4933
194,198.56,25.0,4964
195,198.6,25.0,4965
196,199.76,25.0,4994
197,200.92,25.0,5023
198,200.96,25.0,5024
199,201.64,25.0,5041
200,202.28,25.0,5057
201,202.32,25.0,5058
202,203.68,25.0,5092
203,205.0,25.0,5125
204,205.04,25.0,5126
205,205.88,25.0,5147
206,206.68,25.0,5167
207,206.72,25.0,5168
208,209.12,25.0,5228
209,211.48,25.0,5287
210,211.52,25.0,5288
211,213.88,25.0,5347
212,216.2,25.0,5405
213,216.24,25.0,5406
214,217.52,25.0,5438
215,218.76,25.0,5469
216,218.8,25.0,5470
217,219.92,25.0,5498
218,221.04,25.0,5526
219,221.08,25.0,5527
220,222.96,25.0,5574
221,224.84,25.0,5621
222,224.88,25.0,5622
223,226.12,25.0,5653
224,227.36,25.0,5684
225,227.4,25.0,5685
226,228.24,25.0,5706
227,229.08,25.0,5727
228,229.12,25.0,5728
229,229.8,25.0,5745
230,230.48,25.0,5762
231,230.52,25.0,5763
232,233.0,25.0,5825
233,235.48,25.0,5887
234,235.52,25.0,5888
235,241.52,25.0,6038
236,247.52,25.0,6188
237,247.56,25.0,6189
238,252.64,25.0,6316
239,257.68,25.0,6442
240,257.72,25.0,6443
241,261.6,25.0,6540
242,265.48,25.0,6637
243,265.52,25.0,6638
244,267.72,25.0,6693
245,269.88,25.0,6747
246,269.92,25.0,6748
247,272.36,25.0,6809
248,274.8,25.0,6870
249,274.84,25.0,6871
250,277.08,25.0,6927
251,279.28,25.0,6982
252,279.32,25.0,6983
253,280.84,25.0,7021
254,282.36,25.0,7059
255,282.4,25.0,7060
256,283.76,25.0,7094
257,285.08,25.0,7127
258,285.12,25.0,7128
259,286.76,25.0,7169
260,288.36,25.0,7209
261,288.4,25.0,7210
262,289.52,25.0,7238
263,290.64,25.0,7266
264,290.68,25.0,7267
265,292.16,25.0,7304
266,293.64,25.0,7341
267,293.68,25.0,7342
268,295.12,25.0,7378
269,296.52,25.0,7413
270,296.56,25.0,7414
271,298.16,25.0,7454
272,299.76,25.0,7494
273,299.8,25.0,7495
274,300.84,25.0,7521
275,301.88,25.0,7547
276,301.92,25.0,7548
277,312.0,25.0,7800
278,322.04,25.0,8051
279,322.08,25.0,8052
280,322.72,25.0,8068
281,323.36,25.0,8084
282,323.4,25.0,8085
283,325.52,25.0,8138
284,327.64,25.0,8191
285,327.68,25.0,8192
286,329.16,25.0,8229
287,330.64,25.0,8266
288,330.68,25.0,8267
289,331.72,25.0,8293
290,332.72,25.0,8318
291,332.76,25.0,8319
292,335.68,25.0,8392
293,338.6,25.0,8465
294,338.64,25.0,8466
295,339.64,25.0,8491
296,340.6,25.0,8515
297,340.64,25.0,8516
298,341.92,25.0,8548
299,343.16,25.0,8579
300,343.2,25.0,8580
301,344.6,25.0,8615
302,345.96,25.0,8649
303,346.0,25.0,8650
304,346.76,25.0,8669
305,347.48,25.0,8687
306,347.52,25.0,8688
307,348.76,25.0,8719
308,349.96,25.0,8749
309,350.0,25.0,8750
310,351.96,25.0,8799
311,353.88,25.0,8847
312,353.92,25.0,8848
313,354.96,25.0,8874
314,355.96,25.0,8899
315,356.0,25.0,8900
316,357.28,25.0,8932
317,358.56,25.0,8964
318,358.6,25.0,8965
319,359.96,25.0,8999
320,361.28,25.0,9032
321,361.32,25.0,9033
322,361.92,25.0,9048
323,362.48,25.0,9062
324,362.52,25.0,9063
325,363.56,25.0,9089
326,364.56,25.0,9114
327,364.6,25.0,9115
328,367.56,25.0,9189
329,370.52,25.0,9263
330,370.56,25.0,9264
331,371.84,25.0,9296
332,373.08,25.0,9327
333,373.12,25.0,9328
334,374.64,25.0,9366
335,376.16,25.0,9404
336,376.2,25.0,9405
337,379.04,25.0,9476
338,381.84,25.0,9546
339,381.88,25.0,9547
340,382.6,25.0,9565
341,383.28,25.0,9582
342,383.32,25.0,9583
343,384.04,25.0,9601
344,384.72,25.0,9618
345,384.76,25.0,9619
346,385.48,25.0,9637
347,386.16,25.0,9654
348,386.2,25.0,9655
349,386.92,25.0,9673
350,387.6,25.0,9690
351,387.64,25.0,9691
352,388.36,25.0,9709
353,389.04,25.0,9726
354,389.08,25.0,9727
355,389.8,25.0,9745
356,390.48,25.0,9762
357,390.52,25.0,9763
358,391.24,25.0,9781
359,391.92,25.0,9798
360,391.96,25.0,9799
361,392.68,25.0,9817
362,393.36,25.0,9834
363,393.4,25.0,9835
364,394.12,25.0,9853
365,394.8,25.0,9870
366,394.84,25.0,9871
367,395.56,25.0,9889
368,396.24,25.0,9906
369,396.28,25.0,9907
370,397.88,25.0,9947
371,399.48,25.0,9987
372,399.52,25.0,9988
373,409.4,25.0,10235
374,419.28,25.0,10482
375,419.32,25.0,10483
376,420.72,25.0,10518
377,422.12,25.0,10553
378,422.16,25.0,10554
379,423.04,25.0,10576
380,423.92,25.0,10598
381,423.96,25.0,10599
382,424.52,25.0,10613
